set,name,year,num_parts,price,theme
75014-1,Battle Of Hoth,2013,417,49.99,Star Wars
75015-1,Corporate Alliance Tank Droid,2013,277,19.99,Star Wars
75016-1,Homing Spider Droid,2013,295,29.99,Star Wars
75017-1,Duel on Geonosis,2013,391,39.99,Star Wars
75018-1,JEK-14's Stealth Starfighter,2013,550,69.99,Star Wars
75019-1,AT-TE,2013,794,89.99,Star Wars
75020-1,Jabba’s Sail Barge,2013,850,119.99,Star Wars
75021-1,Republic Gunship,2013,1175,119.99,Star Wars
75022-1,Mandalorian Speeder,2013,211,24.99,Star Wars
75024-1,HH-87 Starhopper,2014,362,39.99,Star Wars
75025-1,Jedi Defender-class Cruiser,2013,927,89.99,Star Wars
75028-1,Clone Turbo Tank,2014,96,9.99,Star Wars
75029-1,AAT,2014,95,9.99,Star Wars
75030-1,Millennium Falcon,2014,94,9.99,Star Wars
75031-1,TIE Interceptor,2014,92,9.99,Star Wars
75032-1,X-Wing Fighter,2014,97,9.99,Star Wars
75033-1,Star Destroyer,2014,97,9.99,Star Wars
75034-1,Death Star Troopers,2014,100,12.99,Star Wars
75035-1,Kashyyyk Troopers,2014,99,12.99,Star Wars
75036-1,Utapau Troopers,2014,83,12.99,Star Wars
75037-1,Battle on Saleucami,2014,178,14.99,Star Wars
75038-1,Jedi Interceptor,2014,223,24.99,Star Wars
75039-1,V-Wing Starfighter,2014,201,24.99,Star Wars
75040-1,General Grievous' Wheel Bike,2014,261,24.99,Star Wars
75041-1,Vulture Droid,2014,205,24.99,Star Wars
75042-1,Droid Gunship,2014,439,49.99,Star Wars
75043-1,AT-AP,2014,717,59.99,Star Wars
75044-1,Droid Tri-Fighter,2014,264,29.99,Star Wars
75045-1,Republic AV-7 Anti-Vehicle Cannon,2014,434,39.99,Star Wars
75046-1,Coruscant Police Gunship,2014,481,49.99,Star Wars
75048-1,The Phantom,2014,234,24.99,Star Wars
75049-1,Snowspeeder,2014,279,29.99,Star Wars
75050-1,B-Wing,2014,448,49.99,Star Wars
75051-1,Jedi Scout Fighter,2014,490,59.99,Star Wars
75052-1,Mos Eisley Cantina,2014,616,69.99,Star Wars
75053-1,The Ghost,2014,929,89.99,Star Wars
75054-1,AT-AT,2014,1138,109.99,Star Wars
75055-1,Imperial Star Destroyer,2014,1359,129.99,Star Wars
75058-1,MTT,2014,954,89.99,Star Wars
75059-1,Sandcrawler,2014,3296,299.99,Star Wars
75060-1,Slave I,2015,1996,199.99,Star Wars
75072-1,ARC-170 Starfighter,2015,95,9.99,Star Wars
75073-1,Vulture Droid,2015,77,9.99,Star Wars
75074-1,Snowspeeder,2015,97,9.99,Star Wars
75075-1,AT-AT,2015,88,9.99,Star Wars
75076-1,Republic Gunship,2015,105,9.99,Star Wars
75077-1,Homing Spider Droid,2015,102,9.99,Star Wars
75078-1,Imperial Troop Transport,2015,141,12.99,Star Wars
75079-1,Shadow Troopers,2015,95,12.99,Star Wars
75080-1,AAT,2015,251,24.99,Star Wars
75081-1,T-16 Skyhopper,2015,247,24.99,Star Wars
75082-1,TIE Advanced Prototype,2015,355,39.99,Star Wars
75083-1,AT-DP,2015,500,49.99,Star Wars
75084-1,Wookiee Gunship,2015,570,69.99,Star Wars
75085-1,Hailfire Droid,2015,163,19.99,Star Wars
75086-1,Battle Droid Troop Carrier,2015,565,39.99,Star Wars
75087-1,Anakin's Custom Jedi Starfighter,2015,370,39.99,Star Wars
75088-1,Senate Commando Troopers,2015,106,12.99,Star Wars
75089-1,Geonosis Troopers,2015,105,12.99,Star Wars
75090-1,Ezra's Speeder Bike [Redesigned Version],2015,267,19.99,Star Wars
75090-2,Ezra's Speeder Bike [Original Version],2015,253,NA,Star Wars
75091-1,Flash Speeder,2015,312,29.99,Star Wars
75092-1,Naboo Starfighter,2015,442,49.99,Star Wars
75093-1,Death Star Final Duel,2015,724,79.99,Star Wars
75094-1,Imperial Shuttle Tydirium,2015,937,99.99,Star Wars
75095-1,TIE Fighter,2015,1685,199.99,Star Wars
75096-1,Sith Infiltrator,2015,662,89.99,Star Wars
75098-1,Assault on Hoth,2016,2142,249.99,Star Wars
75099-1,Rey's Speeder,2015,194,19.99,Star Wars
75100-1,First Order Snowspeeder,2015,444,39.99,Star Wars
75101-1,First Order Special Forces TIE Fighter,2015,530,69.99,Star Wars
75102-1,Poe's X-Wing Fighter,2015,716,79.99,Star Wars
75103-1,First Order Transporter,2015,792,89.99,Star Wars
75104-1,Kylo Ren's Command Shuttle,2015,1005,119.99,Star Wars
75105-1,Millennium Falcon,2015,1330,149.99,Star Wars
75106-1,Imperial Assault Carrier,2015,1217,129.99,Star Wars
75107-1,Jango Fett,2015,85,19.99,Star Wars
75108-1,Clone Commander Cody,2015,82,19.99,Star Wars
75109-1,Obi-Wan Kenobi,2015,83,24.99,Star Wars
75110-1,Luke Skywalker,2015,83,19.99,Star Wars
75111-1,Darth Vader,2015,160,29.99,Star Wars
75112-1,General Grievous,2015,186,34.99,Star Wars
75113-1,Rey,2016,84,19.99,Star Wars
75114-1,First Order Stormtrooper,2016,81,19.99,Star Wars
75115-1,Poe Dameron,2016,102,24.99,Star Wars
75116-1,Finn,2016,98,24.99,Star Wars
75117-1,Kylo Ren,2016,86,24.99,Star Wars
75118-1,Captain Phasma,2016,82,24.99,Star Wars
75119-1,Sergeant Jyn Erso,2016,104,24.99,Star Wars
75120-1,K-2SO,2016,169,24.99,Star Wars
75121-1,Imperial Death Trooper,2016,105,24.99,Star Wars
75125-1,Resistance X-Wing Fighter,2016,87,9.99,Star Wars
75126-1,First Order Snowspeeder,2016,91,9.99,Star Wars
75127-1,The Ghost,2016,104,9.99,Star Wars
75128-1,TIE Advanced Prototype,2016,93,9.99,Star Wars
75129-1,Wookiee Gunship,2016,84,9.99,Star Wars
75130-1,AT-DP,2016,76,9.99,Star Wars
75131-1,Resistance Trooper Battle Pack,2016,112,12.99,Star Wars
75132-1,First Order Battle Pack,2016,88,12.99,Star Wars
75133-1,Rebel Alliance Battle Pack,2016,101,12.99,Star Wars
75134-1,Galactic Empire Battle Pack,2016,109,12.99,Star Wars
75135-1,Obi-Wan's Jedi Interceptor,2016,215,24.99,Star Wars
75136-1,Droid Escape Pod,2016,197,24.99,Star Wars
75137-1,Carbon-Freezing Chamber,2016,231,24.99,Star Wars
75138-1,Hoth Attack,2016,233,24.99,Star Wars
75139-1,Battle on Takodana,2016,409,59.99,Star Wars
75140-1,Resistance Troop Transporter,2016,646,69.99,Star Wars
75141-1,Kanan's Speeder Bike,2016,234,19.99,Star Wars
75142-1,Homing Spider Droid,2016,310,29.99,Star Wars
75144-1,Snowspeeder,2017,1703,199.99,Star Wars
75145-1,Eclipse Fighter,2016,363,29.99,Star Wars
75147-1,StarScavenger,2016,558,49.99,Star Wars
75148-1,Encounter on Jakku,2016,530,59.99,Star Wars
75149-1,Resistance X-Wing Fighter,2016,742,79.99,Star Wars
75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,2016,702,89.99,Star Wars
75151-1,Clone Turbo Tank,2016,903,109.99,Star Wars
75152-1,Imperial Assault Hovertank,2016,385,29.99,Star Wars
75153-1,AT-ST Walker,2016,449,39.99,Star Wars
75154-1,TIE Striker,2016,543,69.99,Star Wars
75155-1,Rebel U-Wing Fighter,2016,659,79.99,Star Wars
75156-1,Krennic’s Imperial Shuttle,2016,863,89.99,Star Wars
75157-1,Captain Rex’s AT-TE,2016,972,119.99,Star Wars
75158-1,Rebel Combat Frigate,2016,936,109.99,Star Wars
75159-1,Death Star,2016,4024,499.99,Star Wars
75160-1,U-Wing Microfighter,2017,108,9.99,Star Wars
75161-1,TIE Striker Microfighter,2017,87,9.99,Star Wars
75162-1,Y-Wing Microfighter,2017,90,9.99,Star Wars
75163-1,Krennic's Imperial Shuttle Microfighter,2017,77,9.99,Star Wars
75164-1,Rebel Trooper Battle Pack,2017,120,14.99,Star Wars
75165-1,Imperial Trooper Battle Pack,2017,111,14.99,Star Wars
75166-1,First Order Transport Speeder Battle Pack,2017,117,14.99,Star Wars
75167-1,Bounty Hunter Speeder Bike Battle Pack,2017,125,14.99,Star Wars
75168-1,Yoda's Jedi Starfighter,2017,262,24.99,Star Wars
75169-1,Duel on Naboo,2017,208,24.99,Star Wars
75170-1,The Phantom,2017,269,29.99,Star Wars
75171-1,Battle on Scarif,2017,419,49.99,Star Wars
75172-1,Y-Wing Starfighter,2017,691,59.99,Star Wars
75173-1,Luke's Landspeeder,2017,149,19.99,Star Wars
75174-1,Desert Skiff Escape,2017,284,29.99,Star Wars
75175-1,A-Wing Starfighter,2017,358,39.99,Star Wars
75176-1,Resistance Transport Pod,2017,294,29.99,Star Wars
75177-1,First Order Heavy Scout Walker,2017,554,49.99,Star Wars
75178-1,Jakku Quadjumper,2017,457,49.99,Star Wars
75179-1,Kylo Ren's TIE Fighter,2017,630,79.99,Star Wars
75180-1,Rathtar Escape,2017,836,79.99,Star Wars
75181-1,Y-Wing Starfighter,2018,1966,199.99,Star Wars
75182-1,Republic Fighter Tank,2017,305,24.99,Star Wars
75183-1,Darth Vader Transformation,2017,290,24.99,Star Wars
75185-1,Tracker I,2017,557,69.99,Star Wars
75186-1,The Arrowhead,2017,774,89.99,Star Wars
75187-1,BB-8,2017,1106,99.99,Star Wars
75188-1,Resistance Bomber,2017,780,109.99,Star Wars
75188-2,Resistance Bomber (Finch Dallow version),2018,780,NA,Star Wars
75189-1,First Order Heavy Assault Walker,2017,1376,149.99,Star Wars
75190-1,First Order Star Destroyer,2017,1416,159.99,Star Wars
75191-1,Jedi Starfighter with Hyperdrive,2017,832,99.99,Star Wars
75192-1,UCS Millennium Falcon,2017,7541,799.99,Star Wars
75193-1,Millennium Falcon Microfighter,2018,92,9.99,Star Wars
75194-1,First Order TIE Fighter Microfighter,2018,91,9.99,Star Wars
75195-1,Ski Speeder vs First Order Walker Microfighters,2018,216,19.99,Star Wars
75196-1,A-Wing vs. TIE Silencer Microfighters,2018,188,19.99,Star Wars
75197-1,First Order Specialists Battle Pack,2018,108,14.99,Star Wars
75198-1,Tatooine Battle Pack,2018,97,14.99,Star Wars
75199-1,General Grievous' Combat Speeder,2018,157,29.99,Star Wars
75200-1,Ahch-To Island Training,2018,241,29.99,Star Wars
75201-1,First Order AT-ST,2018,370,39.99,Star Wars
75202-1,Defense of Crait,2018,746,84.99,Star Wars
75203-1,Hoth Medical Chamber,2018,255,29.99,Star Wars
75204-1,Sandspeeder,2018,278,29.99,Star Wars
75205-1,Mos Eisley Cantina,2018,376,39.99,Star Wars
75206-1,Jedi and Clone Troopers Battle Pack,2018,102,14.99,Star Wars
75207-1,Imperial Patrol Battle Pack,2018,99,14.99,Star Wars
75208-1,Yoda's Hut,2018,229,29.99,Star Wars
75209-1,Han Solo's Landspeeder,2018,345,29.99,Star Wars
75210-1,Moloch's Landspeeder,2018,461,39.99,Star Wars
75211-1,Imperial TIE Fighter,2018,519,69.99,Star Wars
75212-1,Kessel Run Millennium Falcon,2018,1414,169.99,Star Wars
75214-1,Anakin's Jedi Starfighter,2018,247,19.99,Star Wars
75215-1,Cloud-Rider Swoop Bikes,2018,355,29.99,Star Wars
75216-1,Snoke's Throne Room,2018,492,69.99,Star Wars
75217-1,Imperial Conveyex Transport,2018,622,89.99,Star Wars
75218-1,X-Wing Starfighter,2018,730,79.99,Star Wars
75219-1,Imperial AT-Hauler,2018,829,99.99,Star Wars
75220-1,Sandcrawler,2018,1239,139.99,Star Wars
75221-1,Imperial Landing Craft,2018,636,89.99,Star Wars
75222-1,Betrayal at Cloud City,2018,2812,349.99,Star Wars
75223-1,Naboo Starfighter Microfighter,2019,62,9.99,Star Wars
75224-1,Sith Infiltrator Microfighter,2019,92,9.99,Star Wars
75225-1,Elite Praetorian Guard Battle Pack,2019,109,14.99,Star Wars
75226-1,Inferno Squad Battle Pack,2019,118,14.99,Star Wars
75227-1,Darth Vader Bust,2019,327,39.99,Star Wars
75228-1,Escape Pod vs. Dewback Microfighters,2019,177,19.99,Star Wars
75229-1,Death Star Escape,2019,329,29.99,Star Wars
75230-1,Porg,2018,811,69.99,Star Wars
75233-1,Droid Gunship,2019,389,49.99,Star Wars
75234-1,AT-AP Walker,2019,689,59.99,Star Wars
75235-1,X-Wing Starfighter Trench Run,2019,132,29.99,Star Wars
75236-1,Duel on Starkiller Base,2019,191,19.99,Star Wars
75237-1,TIE Fighter Attack,2019,77,19.99,Star Wars
75238-1,Action Battle Endor Assault,2019,193,29.99,Star Wars
75239-1,Action Battle Hoth Generator Attack,2019,235,29.99,Star Wars
75240-1,Major Vonreg’s TIE Fighter,2019,496,69.99,Star Wars
75241-1,Action Battle Echo Base Defense,2019,504,59.99,Star Wars
75242-1,Black Ace TIE Interceptor,2019,396,49.99,Star Wars
75243-1,Slave I - 20th Anniversary Edition,2019,1007,119.99,Star Wars
75244-1,Tantive IV,2019,1772,199.99,Star Wars
75246-1,Death Star Cannon,2019,159,19.99,Star Wars
75247-1,Rebel A-Wing Starfighter,2019,62,14.99,Star Wars
75248-1,Resistance A-Wing Starfighter,2019,269,29.99,Star Wars
75249-1,Resistance Y-Wing Starfighter,2019,578,69.99,Star Wars
75250-1,Pasaana Speeder Chase,2019,372,39.99,Star Wars
75251-1,Darth Vader's Castle,2018,1060,129.99,Star Wars
75252-1,Imperial Star Destroyer,2019,4784,699.99,Star Wars
75253-1,Droid Commander,2019,1184,199.99,Star Wars
75254-1,AT-ST Raider,2019,540,49.99,Star Wars
75255-1,Yoda,2019,1771,99.99,Star Wars
75256-1,Kylo Ren's Shuttle,2019,1005,129.99,Star Wars
75257-1,Millennium Falcon,2019,1348,159.99,Star Wars
75258-1,Anakin's Podracer - 20th Anniversary Edition,2019,279,29.99,Star Wars
75259-1,Snowspeeder - 20th Anniversary Edition,2019,309,39.99,Star Wars
75261-1,Clone Scout Walker - 20th Anniversary Edition,2019,250,29.99,Star Wars
75262-1,Imperial Dropship - 20th Anniversary Edition,2019,125,19.99,Star Wars
75263-1,Resistance Y-wing Microfighter,2020,86,9.99,Star Wars
75264-1,Kylo Ren's Shuttle Microfighter,2020,72,9.99,Star Wars
75265-1,T-16 Skyhopper vs. Bantha Microfighters,2020,198,19.99,Star Wars
75266-1,Sith Troopers Battle Pack,2020,105,14.99,Star Wars
75267-1,Mandalorian Battle Pack,2020,109,14.99,Star Wars
75268-1,Snowspeeder,2020,91,19.99,Star Wars
75269-1,Duel on Mustafar,2020,208,19.99,Star Wars
75270-1,Obi-Wan's Hut,2020,200,29.99,Star Wars
75271-1,Luke Skywalker's Landspeeder,2020,236,29.99,Star Wars
75272-1,Sith TIE Fighter,2020,470,79.99,Star Wars
75273-1,Poe Dameron's X-wing Fighter,2020,761,89.99,Star Wars
75274-1,TIE Fighter Pilot,2020,724,59.99,Star Wars
75275-1,A-Wing Starfighter,2020,1672,199.99,Star Wars
75276-1,Stormtrooper,2020,647,59.99,Star Wars
75277-1,Boba Fett,2020,625,59.99,Star Wars
75278-1,D-O,2020,519,69.99,Star Wars
75280-1,501st Legion Clone Troopers,2020,284,29.99,Star Wars
75281-1,Anakin’s Jedi Interceptor,2020,248,29.99,Star Wars
75283-1,Armoured Assault Tank (AAT),2020,286,39.99,Star Wars
75284-1,Knights of Ren Transport Ship,2020,595,69.99,Star Wars
75286-1,General Grievous’s Starfighter,2020,487,79.99,Star Wars
75288-1,AT-AT,2020,1267,159.99,Star Wars
75290-1,Mos Eisley Cantina,2020,3187,349.99,Star Wars
75291-1,Death Star Final Duel,2020,774,99.99,Star Wars
75292-1,The Mandalorian Bounty Hunter Transport,2020,1023,129.99,Star Wars
75293-1,Resistance I-TS Transport,2020,931,99.99,Star Wars
75294-1,Bespin Duel,2020,295,39.99,Star Wars
75295-1,Millennium Falcon Microfighter,2021,101,9.99,Star Wars
75299-1,Trouble on Tatooine,2021,276,29.99,Star Wars
75300-1,Imperial TIE Fighter,2021,432,39.99,Star Wars
75301-1,Luke Skywalker's X-Wing Fighter,2021,473,49.99,Star Wars
75318-1,The Child,2020,1073,79.99,Star Wars
75512-1,Millennium Falcon Cockpit,2018,203,NA,Star Wars
75522-1,Mini Droid Commander,2019,62,NA,Star Wars
75523-1,Scarif Stormtrooper,2017,89,24.99,Star Wars
75524-1,Chirrut Îmwe,2017,87,24.99,Star Wars
75525-1,Baze Malbus,2017,148,24.99,Star Wars
75526-1,Elite TIE Fighter Pilot,2017,94,19.99,Star Wars
75528-1,Rey,2017,83,24.99,Star Wars
75529-1,Elite Praetorian Guard,2017,92,24.99,Star Wars
75530-1,Chewbacca,2017,179,34.99,Star Wars
75531-1,Stormtrooper Commander,2017,100,24.99,Star Wars
75532-1,Scout Trooper & Speeder Bike,2017,452,54.99,Star Wars
75533-1,Boba Fett,2018,144,29.99,Star Wars
75534-1,Darth Vader,2018,168,39.99,Star Wars
75535-1,Han Solo,2018,100,24.99,Star Wars
75536-1,Range Trooper,2018,101,24.99,Star Wars
75537-1,Darth Maul,2018,104,29.99,Star Wars
77901-1,Sith Trooper Bust,2019,484,NA,Star Wars
77904-1,Nebulon-B Frigate,2020,459,39.99,Star Wars
850445-1,Character Card Shrine,2012,88,14.99,Ninjago
850617-1,City Police Accessory Set,2013,34,14.99,Town
850618-1,City Fire Accessory Set,2013,43,14.99,Town
850632-1,Battle Pack,2013,36,14.99,Ninjago
850932-1,Polar Accessory Set,2014,42,14.99,Town
850967-1,Jungle Accessory Set,2014,39,14.99,Friends
851342-1,Ninja Army Building Set,2015,37,14.99,Ninjago
851362-1,Friends Party Set,2015,60,7.99,Friends
853378-1,City Firemen Minifigure Pack,2012,43,14.99,Town
853393-1,Friends Picture Frame,2012,51,14.99,Friends
853543-1,Party Set,2016,60,7.99,Ninjago
853544-1,Ninjago Accessory Set,2016,36,14.99,Ninjago
853552-1,Hand-Foot-Fun,2016,51,24.99,Friends
853556-1,Mini-doll Campsite Set,2016,35,14.99,Friends
853570-1,City Prison Island Accessory Pack,2016,26,14.99,Town
853656-1,City Playmat,2017,105,24.99,Town
853671-1,Heartlake City Playmat,2017,95,24.99,Friends
853687-1,Elemental Masters Battle Pack,2017,26,12.99,Ninjago
853702-1,Movie Maker Set,2017,164,19.99,Ninjago
853758-1,Jay's Kendo Training Pod,2018,28,8.99,Ninjago
853759-1,Cole's Kendo Training Pod,2018,29,8.99,Ninjago
853774-1,Olivia's Satellite Pod,2018,36,8.99,Friends
853775-1,Andrea's DJ Pod,2018,40,8.99,Friends
853776-1,Emma's Photo Studio Pod,2018,38,8.99,Friends
853777-1,Mia's Exploration Pod,2018,49,8.99,Friends
853778-1,Stephanie's Pool Pod,2018,33,8.99,Friends
853780-1,Creative Rings,2018,63,9.99,Friends
853866-1,Oni Villians Accessory Set,2019,36,12.99,Ninjago
853899-1,Lloyd's Kendo Training Pod,2019,26,8.99,Ninjago
862011-1,Diver and Sawfish,2020,10,NA,Town
88012-1,Technic Hub,2020,1,89.99,Technic
88013-1,Technic Large Motor,2020,1,39.99,Technic
88014-1,Technic XL Motor,2020,1,39.99,Technic
891501-1,Kai,2015,9,NA,Ninjago
891502-1,Krait,2015,7,NA,Ninjago
891503-1,Cole,2015,11,NA,Ninjago
891504-1,Weapon Rack,2015,25,NA,Ninjago
891505-1,Jay,2015,9,NA,Ninjago
891506-1,Ming,2015,8,NA,Ninjago
891507-1,Zane,2015,9,NA,Ninjago
891508-1,Anacondrai Hideout,2015,24,NA,Ninjago
891609-1,Kai,2016,13,NA,Ninjago
891610-1,Clouse,2016,8,NA,Ninjago
891611-1,Cole,2016,16,NA,Ninjago
891612-1,Sqiffy,2016,8,NA,Ninjago
891613-1,Kai's Dragon,2016,21,NA,Ninjago
891614-1,Cyren,2016,10,NA,Ninjago
891615-1,Jay,2016,14,NA,Ninjago
891616-1,Bucko,2016,9,NA,Ninjago
891617-1,Zane,2016,15,NA,Ninjago
891618-1,Ronin,2016,15,NA,Ninjago
891619-1,Pirate's Fighter,2016,22,NA,Ninjago
891620-1,Nya,2016,10,NA,Ninjago
891721-1,Jay,2017,12,NA,Ninjago
891722-1,Cole,2017,14,NA,Ninjago
891723-1,Kai,2017,12,NA,Ninjago
891724-1,Zane,2017,12,NA,Ninjago
891725-1,Lloyd,2017,8,NA,Ninjago
891726-1,Vermillion Warrior,2017,10,NA,Ninjago
891727-1,Cole,2017,9,NA,Ninjago
891728-1,Stone Swordsman,2017,7,NA,Ninjago
891729-1,Kai,2017,10,NA,Ninjago
891730-1,Nindroid,2017,8,NA,Ninjago
891731-1,Zane,2017,10,NA,Ninjago
891732-1,Chen,2017,8,NA,Ninjago
891833-1,Jay,2018,13,NA,Ninjago
891834-1,Lloyd,2018,8,NA,Ninjago
891835-1,Sawyer,2018,11,NA,Ninjago
891836-1,Scooter,2018,10,NA,Ninjago
891837-1,Nya,2018,10,NA,Ninjago
891838-1,Buffer,2018,9,NA,Ninjago
891839-1,Cole,2018,22,NA,Ninjago
891840-1,Jet Jack,2018,15,NA,Ninjago
891841-1,Talon,2018,16,NA,Ninjago
891842-1,Kai,2018,14,NA,Ninjago
891843-1,Samurai X,2018,15,NA,Ninjago
891844-1,Nitro,2018,26,NA,Ninjago
891945-1,Young Wu,2019,9,NA,Ninjago
891946-1,Jay,2019,8,NA,Ninjago
891947-1,Heavy Metal,2019,11,NA,Ninjago
891948-1,Iron Baron,2019,7,NA,Ninjago
891949-1,Lloyd,2019,10,NA,Ninjago
891950-1,Daddy No Legs,2019,30,NA,Ninjago
891951-1,Nya,2019,9,NA,Ninjago
891952-1,Blizzard Samurai,2019,9,NA,Ninjago
891953-1,Cole,2019,18,NA,Ninjago
891954-1,Pyro Whipper,2019,11,NA,Ninjago
891955-1,Kai,2019,10,NA,Ninjago
891956-1,Blizzard Samurai,2019,8,NA,Ninjago
891957-1,Zane,2019,12,NA,Ninjago
891958-1,Jay,2019,9,NA,Ninjago
892059-1,Kai,2020,6,NA,Ninjago
892060-1,Lloyd,2020,6,NA,Ninjago
892061-1,Ice Emperor,2020,10,NA,Ninjago
892062-1,Cole,2020,21,NA,Ninjago
892063-1,Nya,2020,10,NA,Ninjago
892064-1,Jay,2020,13,NA,Ninjago
892065-1,Zane,2020,16,NA,Ninjago
892066-1,Lloyd,2020,8,NA,Ninjago
892067-1,Kai,2020,7,NA,Ninjago
892068-1,Richie,2020,8,NA,Ninjago
892069-1,Jay,2020,12,NA,Ninjago
892070-1,Murt,2020,11,NA,Ninjago
892071-1,Cole,2020,12,NA,Ninjago
892172-1,Lloyd,2021,11,NA,Ninjago
911506-1,Snowspeeder,2015,19,NA,Star Wars
911508-1,Slave One,2015,20,NA,Star Wars
911509-1,Imperial Shooter,2015,20,NA,Star Wars
911510-1,Star Destroyer & TIE Fighter,2015,21,NA,Star Wars
911511-1,Jedi Weapon Stand,2015,16,NA,Star Wars
911607-1,Millennium Falcon,2016,42,NA,Star Wars
911608-1,Landspeeder,2016,37,NA,Star Wars
911609-1,Naboo Starfighter,2016,34,NA,Star Wars
911610-1,Probe Droid,2016,20,NA,Star Wars
911611-1,AAT,2016,37,NA,Star Wars
911612-1,Acklay,2016,49,NA,Star Wars
911613-1,TIE Bomber,2016,26,NA,Star Wars
911614-1,Yoda's Hut,2016,29,NA,Star Wars
911615-1,AT-AT,2016,48,NA,Star Wars
911616-1,MTT,2016,45,NA,Star Wars
911617-1,Palpatine's Shuttle,2016,37,NA,Star Wars
911618-1,Flash Speeder,2017,43,NA,Star Wars
911719-1,Kanan Jarrus,2017,6,NA,Star Wars
911720-1,The Ghost,2017,50,NA,Star Wars
911721-1,Imperial Combat Driver,2017,5,NA,Star Wars
911722-1,TIE Advanced,2017,26,NA,Star Wars
911723-1,Vulture Droid,2017,35,NA,Star Wars
911724-1,A-Wing,2017,47,NA,Star Wars
911725-1,Sandcrawler,2017,50,NA,Star Wars
911726-1,Imperial Snowtrooper,2017,7,NA,Star Wars
911727-1,Rey's Speeder,2017,35,NA,Star Wars
911728-1,First Order Snowspeeder,2017,44,NA,Star Wars
911729-1,Droid Gunship,2017,25,NA,Star Wars
911730-1,Y-Wing,2017,60,NA,Star Wars
911831-1,Kylo Ren's Shuttle,2018,21,NA,Star Wars
911832-1,Imperial Shuttle Pilot,2018,5,NA,Star Wars
911833-1,Imperial Shuttle,2018,36,NA,Star Wars
911834-1,Finn,2018,5,NA,Star Wars
911835-1,Dwarf Spider Droid,2018,23,NA,Star Wars
911836-1,Quadjumper,2018,42,NA,Star Wars
911837-1,AT-ST,2018,48,NA,Star Wars
911838-1,Probe Droid,2018,26,NA,Star Wars
911839-1,Obi-Wan Kenobi,2018,6,NA,Star Wars
911840-1,Droideka,2018,24,NA,Star Wars
911841-1,Poe Dameron's X-Wing,2018,48,NA,Star Wars
911842-1,Star Destroyer,2018,35,NA,Star Wars
911943-1,Luke Skywalker,2019,6,NA,Star Wars
911944-1,Resistance Bomber,2019,37,NA,Star Wars
911945-1,Slave I,2019,31,NA,Star Wars
911946-1,U-Wing,2019,37,NA,Star Wars
911947-1,IG-88,2019,11,NA,Star Wars
911948-1,AT-M6,2019,52,NA,Star Wars
911949-1,Millennium Falcon,2019,32,NA,Star Wars
911950-1,B-Wing,2019,52,NA,Star Wars
911951-1,First Order Stormtrooper,2019,5,NA,Star Wars
911952-1,Jedi Interceptor,2019,30,NA,Star Wars
911953-1,First Order SF TIE Fighter,2019,32,NA,Star Wars
911954-1,Kylo Ren's TIE Silencer,2019,33,NA,Star Wars
912055-1,Snowspeeder,2020,28,NA,Star Wars
912056-1,TIE Striker,2020,28,NA,Star Wars
912057-1,R2-D2 & MSE-6,2020,13,NA,Star Wars
912058-1,Darth Maul's Sith Infiltrator,2020,34,NA,Star Wars
912059-1,Elite Praetorian Guard,2020,7,NA,Star Wars
912060-1,A-Wing,2020,44,NA,Star Wars
912061-1,AT-AT,2020,51,NA,Star Wars
912062-1,Stormtrooper,2020,5,NA,Star Wars
912063-1,Resistance X-Wing,2020,42,NA,Star Wars
912064-1,Sith Eternal TIE Dagger,2020,37,NA,Star Wars
912065-1,Luke Skywalker,2020,7,NA,Star Wars
912067-1,Tie Interceptor,2020,42,NA,Star Wars
912168-1,Mandalorian Warrior,2021,7,NA,Star Wars
92176-1,NASA Apollo Saturn V,2020,1969,119.99,Ideas
92177-1,Ship in a Bottle,2020,962,69.99,Ideas
9390-1,Mini Tow Truck,2012,138,11.99,Technic
9391-1,Mini Crane,2012,218,19.99,Technic
9392-1,Quad Bike,2012,199,24.99,Technic
9393-1,Tractor,2012,353,39.99,Technic
9394-1,Jet Plane,2012,499,49.99,Technic
9395-1,Pick-Up Tow Truck,2012,954,69.99,Technic
9396-1,Helicopter,2012,1056,119.99,Technic
9397-1,Logging Truck,2012,1308,139.99,Technic
9398-1,4 x 4 Crawler,2012,1327,199.99,Technic
9440-1,Venomari Shrine,2012,86,6.99,Ninjago
9441-1,Kai’s Blade Cycle,2012,188,14.99,Ninjago
9442-1,Jay's Storm Fighter,2012,242,24.99,Ninjago
9443-1,Rattlecopter,2012,327,29.99,Ninjago
9444-1,Cole’s Tread Assault,2012,286,39.99,Ninjago
9445-1,Fangpyre Truck Ambush,2012,452,49.99,Ninjago
9446-1,Destiny's Bounty,2012,685,79.99,Ninjago
9447-1,Lasha's Bite Cycle,2012,250,24.99,Ninjago
9448-1,Samurai Mech,2012,452,39.99,Ninjago
9449-1,Ultra Sonic Raider,2012,622,79.99,Ninjago
9450-1,Epic Dragon Battle,2012,915,119.99,Ninjago
9455-1,Fangpyre Mech,2012,255,24.99,Ninjago
9456-1,Spinner Battle Arena,2012,418,39.99,Ninjago
9457-1,Fangpyre Wrecking Ball,2012,415,49.99,Ninjago
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,2012,105,12.99,Star Wars
