DHB,Population,Date,Dose,Number,Total
Waitematā,526087,2022-05-17,1,-40,507618
Waitematā,526087,2022-05-17,2,-33,502989
Waitematā,526087,2022-05-17,3,76,331966
Auckland,423958,2022-05-17,1,-72,420150
Auckland,423958,2022-05-17,2,-63,416324
Auckland,423958,2022-05-17,3,55,285571
Counties Manukau,482773,2022-05-17,1,-35,464374
Counties Manukau,482773,2022-05-17,2,-24,458564
Counties Manukau,482773,2022-05-17,3,51,277269
Waikato,357176,2022-05-17,1,-29,339502
Waikato,357176,2022-05-17,2,-28,334233
Waikato,357176,2022-05-17,3,55,204282
Lakes,94419,2022-05-17,1,-7,87843
Lakes,94419,2022-05-17,2,-7,86177
Lakes,94419,2022-05-17,3,-3,51866
Bay of Plenty,216941,2022-05-17,1,-8,206299
Bay of Plenty,216941,2022-05-17,2,-8,202666
Bay of Plenty,216941,2022-05-17,3,16,122756
Tairāwhiti,41965,2022-05-17,1,-14,39010
Tairāwhiti,41965,2022-05-17,2,-15,38092
Tairāwhiti,41965,2022-05-17,3,-5,22615
Taranaki,102147,2022-05-17,1,-23,96599
Taranaki,102147,2022-05-17,2,-21,95231
Taranaki,102147,2022-05-17,3,8,59174
Hawke's Bay,145571,2022-05-17,1,-15,141579
Hawke's Bay,145571,2022-05-17,2,-13,139246
Hawke's Bay,145571,2022-05-17,3,17,88693
MidCentral,152302,2022-05-17,1,2,146748
MidCentral,152302,2022-05-17,2,-1,144889
MidCentral,152302,2022-05-17,3,37,95841
Whanganui,57247,2022-05-17,1,-21,52595
Whanganui,57247,2022-05-17,2,-19,51742
Whanganui,57247,2022-05-17,3,-14,33996
Capital and Coast,271174,2022-05-17,1,-6,266896
Capital and Coast,271174,2022-05-17,2,-8,265172
Capital and Coast,271174,2022-05-17,3,17,196120
Hutt Valley,130239,2022-05-17,1,-14,125767
Hutt Valley,130239,2022-05-17,2,-13,124524
Hutt Valley,130239,2022-05-17,3,12,86010
Wairarapa,41427,2022-05-17,1,1,39924
Wairarapa,41427,2022-05-17,2,1,39337
Wairarapa,41427,2022-05-17,3,3,26471
Nelson Marlborough,135743,2022-05-17,1,-19,130845
Nelson Marlborough,135743,2022-05-17,2,-22,129235
Nelson Marlborough,135743,2022-05-17,3,-6,88072
West Coast,27906,2022-05-17,1,0,25843
West Coast,27906,2022-05-17,2,-1,25455
West Coast,27906,2022-05-17,3,2,16807
Canterbury,482890,2022-05-17,1,-50,481687
Canterbury,482890,2022-05-17,2,-43,477503
Canterbury,482890,2022-05-17,3,66,329303
South Canterbury,52584,2022-05-17,1,-9,49754
South Canterbury,52584,2022-05-17,2,-8,49227
South Canterbury,52584,2022-05-17,3,-4,33897
Southern,288015,2022-05-17,1,-12,283731
Southern,288015,2022-05-17,2,-10,280745
Southern,288015,2022-05-17,3,57,190891
Northland,161320,2022-05-18,1,-23,145293
Northland,161320,2022-05-18,2,-21,141975
Northland,161320,2022-05-18,3,30,88190
Waitematā,526087,2022-05-18,1,25,507643
Waitematā,526087,2022-05-18,2,25,503014
Waitematā,526087,2022-05-18,3,116,332082
Auckland,423958,2022-05-18,1,-110,420040
Auckland,423958,2022-05-18,2,-100,416224
Auckland,423958,2022-05-18,3,37,285608
Counties Manukau,482773,2022-05-18,1,33,464407
Counties Manukau,482773,2022-05-18,2,36,458600
Counties Manukau,482773,2022-05-18,3,68,277337
Waikato,357176,2022-05-18,1,12,339514
Waikato,357176,2022-05-18,2,15,334248
Waikato,357176,2022-05-18,3,52,204334
Lakes,94419,2022-05-18,1,0,87843
Lakes,94419,2022-05-18,2,5,86182
Lakes,94419,2022-05-18,3,22,51888
Bay of Plenty,216941,2022-05-18,1,-23,206276
Bay of Plenty,216941,2022-05-18,2,-25,202641
Bay of Plenty,216941,2022-05-18,3,6,122762
Tairāwhiti,41965,2022-05-18,1,-30,38980
Tairāwhiti,41965,2022-05-18,2,-27,38065
Tairāwhiti,41965,2022-05-18,3,-11,22604
Taranaki,102147,2022-05-18,1,-4,96595
Taranaki,102147,2022-05-18,2,-1,95230
Taranaki,102147,2022-05-18,3,10,59184
Hawke's Bay,145571,2022-05-18,1,45,141624
Hawke's Bay,145571,2022-05-18,2,44,139290
Hawke's Bay,145571,2022-05-18,3,73,88766
MidCentral,152302,2022-05-18,1,3,146751
MidCentral,152302,2022-05-18,2,4,144893
MidCentral,152302,2022-05-18,3,25,95866
Whanganui,57247,2022-05-18,1,-12,52583
Whanganui,57247,2022-05-18,2,-12,51730
Whanganui,57247,2022-05-18,3,12,34008
Capital and Coast,271174,2022-05-18,1,-23,266873
Capital and Coast,271174,2022-05-18,2,-22,265150
Capital and Coast,271174,2022-05-18,3,25,196145
Hutt Valley,130239,2022-05-18,1,1,125768
Hutt Valley,130239,2022-05-18,2,4,124528
Hutt Valley,130239,2022-05-18,3,14,86024
Wairarapa,41427,2022-05-18,1,-9,39915
Wairarapa,41427,2022-05-18,2,-9,39328
Wairarapa,41427,2022-05-18,3,-1,26470
Nelson Marlborough,135743,2022-05-18,1,-49,130796
Nelson Marlborough,135743,2022-05-18,2,-48,129187
Nelson Marlborough,135743,2022-05-18,3,-18,88054
West Coast,27906,2022-05-18,1,-2,25841
West Coast,27906,2022-05-18,2,-2,25453
West Coast,27906,2022-05-18,3,-1,16806
Canterbury,482890,2022-05-18,1,38,481725
Canterbury,482890,2022-05-18,2,44,477547
Canterbury,482890,2022-05-18,3,94,329397
South Canterbury,52584,2022-05-18,1,-6,49748
South Canterbury,52584,2022-05-18,2,-6,49221
South Canterbury,52584,2022-05-18,3,4,33901
Southern,288015,2022-05-18,1,14,283745
Southern,288015,2022-05-18,2,14,280759
Southern,288015,2022-05-18,3,63,190954
Northland,161320,2022-05-19,1,-8,145285
Northland,161320,2022-05-19,2,-5,141970
Northland,161320,2022-05-19,3,33,88223
Waitematā,526087,2022-05-19,1,-23,507620
Waitematā,526087,2022-05-19,2,-22,502992
Waitematā,526087,2022-05-19,3,71,332153
Auckland,423958,2022-05-19,1,14,420054
Auckland,423958,2022-05-19,2,27,416251
Auckland,423958,2022-05-19,3,84,285692
Counties Manukau,482773,2022-05-19,1,1,464408
Counties Manukau,482773,2022-05-19,2,-5,458595
Counties Manukau,482773,2022-05-19,3,95,277432
Waikato,357176,2022-05-19,1,15,339529
Waikato,357176,2022-05-19,2,17,334265
Waikato,357176,2022-05-19,3,58,204392
Lakes,94419,2022-05-19,1,-14,87829
Lakes,94419,2022-05-19,2,-21,86161
Lakes,94419,2022-05-19,3,5,51893
Bay of Plenty,216941,2022-05-19,1,-5,206271
Bay of Plenty,216941,2022-05-19,2,-5,202636
Bay of Plenty,216941,2022-05-19,3,43,122805
Tairāwhiti,41965,2022-05-19,1,-6,38974
Tairāwhiti,41965,2022-05-19,2,-5,38060
Tairāwhiti,41965,2022-05-19,3,5,22609
Taranaki,102147,2022-05-19,1,15,96610
Taranaki,102147,2022-05-19,2,10,95240
Taranaki,102147,2022-05-19,3,27,59211
Hawke's Bay,145571,2022-05-19,1,-1,141623
Hawke's Bay,145571,2022-05-19,2,2,139292
Hawke's Bay,145571,2022-05-19,3,27,88793
MidCentral,152302,2022-05-19,1,14,146765
MidCentral,152302,2022-05-19,2,14,144907
MidCentral,152302,2022-05-19,3,11,95877
Whanganui,57247,2022-05-19,1,-7,52576
Whanganui,57247,2022-05-19,2,-7,51723
Whanganui,57247,2022-05-19,3,8,34016
Capital and Coast,271174,2022-05-19,1,10,266883
Capital and Coast,271174,2022-05-19,2,11,265161
Capital and Coast,271174,2022-05-19,3,58,196203
Hutt Valley,130239,2022-05-19,1,5,125773
Hutt Valley,130239,2022-05-19,2,4,124532
Hutt Valley,130239,2022-05-19,3,8,86032
Wairarapa,41427,2022-05-19,1,3,39918
Wairarapa,41427,2022-05-19,2,5,39333
Wairarapa,41427,2022-05-19,3,8,26478
Nelson Marlborough,135743,2022-05-19,1,12,130808
Nelson Marlborough,135743,2022-05-19,2,9,129196
Nelson Marlborough,135743,2022-05-19,3,25,88079
West Coast,27906,2022-05-19,1,-2,25839
West Coast,27906,2022-05-19,2,-2,25451
West Coast,27906,2022-05-19,3,9,16815
Canterbury,482890,2022-05-19,1,-11,481714
Canterbury,482890,2022-05-19,2,-6,477541
Canterbury,482890,2022-05-19,3,56,329453
South Canterbury,52584,2022-05-19,1,2,49750
South Canterbury,52584,2022-05-19,2,-3,49218
South Canterbury,52584,2022-05-19,3,5,33906
Southern,288015,2022-05-19,1,17,283762
Southern,288015,2022-05-19,2,19,280778
Southern,288015,2022-05-19,3,64,191018
Northland,161320,2022-05-22,1,2,145287
Northland,161320,2022-05-22,2,9,141979
Northland,161320,2022-05-22,3,39,88262
Waitematā,526087,2022-05-22,1,-4,507616
Waitematā,526087,2022-05-22,2,-1,502991
Waitematā,526087,2022-05-22,3,262,332415
Auckland,423958,2022-05-22,1,-77,419977
Auckland,423958,2022-05-22,2,-67,416184
Auckland,423958,2022-05-22,3,195,285887
Counties Manukau,482773,2022-05-22,1,37,464445
Counties Manukau,482773,2022-05-22,2,44,458639
Counties Manukau,482773,2022-05-22,3,288,277720
Waikato,357176,2022-05-22,1,16,339545
Waikato,357176,2022-05-22,2,16,334281
Waikato,357176,2022-05-22,3,124,204516
Lakes,94419,2022-05-22,1,-1,87828
Lakes,94419,2022-05-22,2,0,86161
Lakes,94419,2022-05-22,3,27,51920
Bay of Plenty,216941,2022-05-22,1,-2,206269
Bay of Plenty,216941,2022-05-22,2,0,202636
Bay of Plenty,216941,2022-05-22,3,46,122851
Tairāwhiti,41965,2022-05-22,1,-3,38971
Tairāwhiti,41965,2022-05-22,2,-4,38056
Tairāwhiti,41965,2022-05-22,3,19,22628
Taranaki,102147,2022-05-22,1,-6,96604
Taranaki,102147,2022-05-22,2,-7,95233
Taranaki,102147,2022-05-22,3,30,59241
Hawke's Bay,145571,2022-05-22,1,29,141652
Hawke's Bay,145571,2022-05-22,2,30,139322
Hawke's Bay,145571,2022-05-22,3,105,88898
MidCentral,152302,2022-05-22,1,-13,146752
MidCentral,152302,2022-05-22,2,-13,144894
MidCentral,152302,2022-05-22,3,52,95929
Whanganui,57247,2022-05-22,1,-5,52571
Whanganui,57247,2022-05-22,2,-4,51719
Whanganui,57247,2022-05-22,3,9,34025
Capital and Coast,271174,2022-05-22,1,12,266895
Capital and Coast,271174,2022-05-22,2,18,265179
Capital and Coast,271174,2022-05-22,3,86,196289
Hutt Valley,130239,2022-05-22,1,-21,125752
Hutt Valley,130239,2022-05-22,2,-17,124515
Hutt Valley,130239,2022-05-22,3,42,86074
Wairarapa,41427,2022-05-22,1,-1,39917
Wairarapa,41427,2022-05-22,2,-3,39330
Wairarapa,41427,2022-05-22,3,9,26487
Nelson Marlborough,135743,2022-05-22,1,7,130815
Nelson Marlborough,135743,2022-05-22,2,2,129198
Nelson Marlborough,135743,2022-05-22,3,52,88131
West Coast,27906,2022-05-22,1,-3,25836
West Coast,27906,2022-05-22,2,-1,25450
West Coast,27906,2022-05-22,3,7,16822
Canterbury,482890,2022-05-22,1,17,481731
Canterbury,482890,2022-05-22,2,15,477556
Canterbury,482890,2022-05-22,3,176,329629
South Canterbury,52584,2022-05-22,1,-13,49737
South Canterbury,52584,2022-05-22,2,-12,49206
South Canterbury,52584,2022-05-22,3,0,33906
Southern,288015,2022-05-22,1,22,283784
Southern,288015,2022-05-22,2,25,280803
Southern,288015,2022-05-22,3,57,191075
Northland,161320,2022-05-23,1,-1,145286
Northland,161320,2022-05-23,2,0,141979
Northland,161320,2022-05-23,3,33,88295
Waitematā,526087,2022-05-23,1,26,507642
Waitematā,526087,2022-05-23,2,25,503016
Waitematā,526087,2022-05-23,3,125,332540
Auckland,423958,2022-05-23,1,-26,419951
Auckland,423958,2022-05-23,2,-17,416167
Auckland,423958,2022-05-23,3,79,285966
Counties Manukau,482773,2022-05-23,1,1,464446
Counties Manukau,482773,2022-05-23,2,-4,458635
Counties Manukau,482773,2022-05-23,3,92,277812
Waikato,357176,2022-05-23,1,-3,339542
Waikato,357176,2022-05-23,2,-1,334280
Waikato,357176,2022-05-23,3,57,204573
Lakes,94419,2022-05-23,1,-21,87807
Lakes,94419,2022-05-23,2,-19,86142
Lakes,94419,2022-05-23,3,-3,51917
Bay of Plenty,216941,2022-05-23,1,25,206294
Bay of Plenty,216941,2022-05-23,2,25,202661
Bay of Plenty,216941,2022-05-23,3,58,122909
Tairāwhiti,41965,2022-05-23,1,3,38974
Tairāwhiti,41965,2022-05-23,2,2,38058
Tairāwhiti,41965,2022-05-23,3,3,22631
Taranaki,102147,2022-05-23,1,-5,96599
Taranaki,102147,2022-05-23,2,-6,95227
Taranaki,102147,2022-05-23,3,7,59248
Hawke's Bay,145571,2022-05-23,1,-22,141630
Hawke's Bay,145571,2022-05-23,2,-26,139296
Hawke's Bay,145571,2022-05-23,3,9,88907
MidCentral,152302,2022-05-23,1,-6,146746
MidCentral,152302,2022-05-23,2,-6,144888
MidCentral,152302,2022-05-23,3,21,95950
Whanganui,57247,2022-05-23,1,-3,52568
Whanganui,57247,2022-05-23,2,-4,51715
Whanganui,57247,2022-05-23,3,7,34032
Capital and Coast,271174,2022-05-23,1,-17,266878
Capital and Coast,271174,2022-05-23,2,-15,265164
Capital and Coast,271174,2022-05-23,3,52,196341
Hutt Valley,130239,2022-05-23,1,14,125766
Hutt Valley,130239,2022-05-23,2,13,124528
Hutt Valley,130239,2022-05-23,3,34,86108
Wairarapa,41427,2022-05-23,1,2,39919
Wairarapa,41427,2022-05-23,2,2,39332
Wairarapa,41427,2022-05-23,3,4,26491
Nelson Marlborough,135743,2022-05-23,1,3,130818
Nelson Marlborough,135743,2022-05-23,2,0,129198
Nelson Marlborough,135743,2022-05-23,3,18,88149
West Coast,27906,2022-05-23,1,1,25837
West Coast,27906,2022-05-23,2,1,25451
West Coast,27906,2022-05-23,3,11,16833
Canterbury,482890,2022-05-23,1,0,481731
Canterbury,482890,2022-05-23,2,0,477556
Canterbury,482890,2022-05-23,3,64,329693
South Canterbury,52584,2022-05-23,1,-2,49735
South Canterbury,52584,2022-05-23,2,-3,49203
South Canterbury,52584,2022-05-23,3,7,33913
Southern,288015,2022-05-23,1,11,283795
Southern,288015,2022-05-23,2,14,280817
Southern,288015,2022-05-23,3,41,191116
Northland,161320,2022-05-24,1,-9,145277
Northland,161320,2022-05-24,2,-10,141969
Northland,161320,2022-05-24,3,19,88314
Waitematā,526087,2022-05-24,1,30,507672
Waitematā,526087,2022-05-24,2,31,503047
Waitematā,526087,2022-05-24,3,133,332673
Auckland,423958,2022-05-24,1,43,419994
Auckland,423958,2022-05-24,2,18,416185
Auckland,423958,2022-05-24,3,98,286064
Counties Manukau,482773,2022-05-24,1,-31,464415
Counties Manukau,482773,2022-05-24,2,-29,458606
Counties Manukau,482773,2022-05-24,3,53,277865
Waikato,357176,2022-05-24,1,-34,339508
Waikato,357176,2022-05-24,2,-37,334243
Waikato,357176,2022-05-24,3,63,204636
Lakes,94419,2022-05-24,1,7,87814
Lakes,94419,2022-05-24,2,8,86150
Lakes,94419,2022-05-24,3,14,51931
Bay of Plenty,216941,2022-05-24,1,1,206295
Bay of Plenty,216941,2022-05-24,2,2,202663
Bay of Plenty,216941,2022-05-24,3,30,122939
Tairāwhiti,41965,2022-05-24,1,0,38974
Tairāwhiti,41965,2022-05-24,2,0,38058
Tairāwhiti,41965,2022-05-24,3,7,22638
Taranaki,102147,2022-05-24,1,-8,96591
Taranaki,102147,2022-05-24,2,-10,95217
Taranaki,102147,2022-05-24,3,12,59260
Hawke's Bay,145571,2022-05-24,1,-3,141627
Hawke's Bay,145571,2022-05-24,2,1,139297
Hawke's Bay,145571,2022-05-24,3,26,88933
MidCentral,152302,2022-05-24,1,-23,146723
MidCentral,152302,2022-05-24,2,-23,144865
MidCentral,152302,2022-05-24,3,15,95965
Whanganui,57247,2022-05-24,1,0,52568
Whanganui,57247,2022-05-24,2,-2,51713
Whanganui,57247,2022-05-24,3,4,34036
Capital and Coast,271174,2022-05-24,1,14,266892
Capital and Coast,271174,2022-05-24,2,15,265179
Capital and Coast,271174,2022-05-24,3,53,196394
Hutt Valley,130239,2022-05-24,1,-18,125748
Hutt Valley,130239,2022-05-24,2,-15,124513
Hutt Valley,130239,2022-05-24,3,0,86108
Wairarapa,41427,2022-05-24,1,-4,39915
Wairarapa,41427,2022-05-24,2,-4,39328
Wairarapa,41427,2022-05-24,3,10,26501
Nelson Marlborough,135743,2022-05-24,1,17,130835
Nelson Marlborough,135743,2022-05-24,2,18,129216
Nelson Marlborough,135743,2022-05-24,3,32,88181
West Coast,27906,2022-05-24,1,-2,25835
West Coast,27906,2022-05-24,2,-2,25449
West Coast,27906,2022-05-24,3,2,16835
Canterbury,482890,2022-05-24,1,27,481758
Canterbury,482890,2022-05-24,2,41,477597
Canterbury,482890,2022-05-24,3,98,329791
South Canterbury,52584,2022-05-24,1,-4,49731
South Canterbury,52584,2022-05-24,2,-3,49200
South Canterbury,52584,2022-05-24,3,3,33916
Southern,288015,2022-05-24,1,-7,283788
Southern,288015,2022-05-24,2,-8,280809
Southern,288015,2022-05-24,3,41,191157
Northland,161320,2022-05-25,1,-7,145270
Northland,161320,2022-05-25,2,-3,141966
Northland,161320,2022-05-25,3,56,88370
Waitematā,526087,2022-05-25,1,15,507687
Waitematā,526087,2022-05-25,2,13,503060
Waitematā,526087,2022-05-25,3,103,332776
Auckland,423958,2022-05-25,1,-10,419984
Auckland,423958,2022-05-25,2,-13,416172
Auckland,423958,2022-05-25,3,57,286121
Counties Manukau,482773,2022-05-25,1,-7,464408
Counties Manukau,482773,2022-05-25,2,-6,458600
Counties Manukau,482773,2022-05-25,3,79,277944
Waikato,357176,2022-05-25,1,-4,339504
Waikato,357176,2022-05-25,2,1,334244
Waikato,357176,2022-05-25,3,59,204695
Lakes,94419,2022-05-25,1,-10,87804
Lakes,94419,2022-05-25,2,-9,86141
Lakes,94419,2022-05-25,3,11,51942
Bay of Plenty,216941,2022-05-25,1,6,206301
Bay of Plenty,216941,2022-05-25,2,3,202666
Bay of Plenty,216941,2022-05-25,3,54,122993
Tairāwhiti,41965,2022-05-25,1,-10,38964
Tairāwhiti,41965,2022-05-25,2,-10,38048
Tairāwhiti,41965,2022-05-25,3,2,22640
Taranaki,102147,2022-05-25,1,0,96591
Taranaki,102147,2022-05-25,2,-1,95216
Taranaki,102147,2022-05-25,3,33,59293
Hawke's Bay,145571,2022-05-25,1,-14,141613
Hawke's Bay,145571,2022-05-25,2,-10,139287
Hawke's Bay,145571,2022-05-25,3,10,88943
MidCentral,152302,2022-05-25,1,-11,146712
MidCentral,152302,2022-05-25,2,-10,144855
MidCentral,152302,2022-05-25,3,11,95976
Whanganui,57247,2022-05-25,1,7,52575
Whanganui,57247,2022-05-25,2,8,51721
Whanganui,57247,2022-05-25,3,14,34050
Capital and Coast,271174,2022-05-25,1,26,266918
Capital and Coast,271174,2022-05-25,2,29,265208
Capital and Coast,271174,2022-05-25,3,70,196464
Hutt Valley,130239,2022-05-25,1,-7,125741
Hutt Valley,130239,2022-05-25,2,-8,124505
Hutt Valley,130239,2022-05-25,3,9,86117
Wairarapa,41427,2022-05-25,1,6,39921
Wairarapa,41427,2022-05-25,2,7,39335
Wairarapa,41427,2022-05-25,3,1,26502
Nelson Marlborough,135743,2022-05-25,1,10,130845
Nelson Marlborough,135743,2022-05-25,2,11,129227
Nelson Marlborough,135743,2022-05-25,3,37,88218
West Coast,27906,2022-05-25,1,3,25838
West Coast,27906,2022-05-25,2,4,25453
West Coast,27906,2022-05-25,3,4,16839
Canterbury,482890,2022-05-25,1,8,481766
Canterbury,482890,2022-05-25,2,10,477607
Canterbury,482890,2022-05-25,3,59,329850
South Canterbury,52584,2022-05-25,1,-8,49723
South Canterbury,52584,2022-05-25,2,-8,49192
South Canterbury,52584,2022-05-25,3,4,33920
Southern,288015,2022-05-25,1,-18,283770
Southern,288015,2022-05-25,2,-13,280796
Southern,288015,2022-05-25,3,36,191193
Northland,161320,2022-05-26,1,-34,145236
Northland,161320,2022-05-26,2,-27,141939
Northland,161320,2022-05-26,3,12,88382
Waitematā,526087,2022-05-26,1,-47,507640
Waitematā,526087,2022-05-26,2,-38,503022
Waitematā,526087,2022-05-26,3,64,332840
Auckland,423958,2022-05-26,1,39,420023
Auckland,423958,2022-05-26,2,-1,416171
Auckland,423958,2022-05-26,3,67,286188
Counties Manukau,482773,2022-05-26,1,-22,464386
Counties Manukau,482773,2022-05-26,2,-17,458583
Counties Manukau,482773,2022-05-26,3,76,278020
Waikato,357176,2022-05-26,1,-5,339499
Waikato,357176,2022-05-26,2,-3,334241
Waikato,357176,2022-05-26,3,62,204757
Lakes,94419,2022-05-26,1,-29,87775
Lakes,94419,2022-05-26,2,-31,86110
Lakes,94419,2022-05-26,3,-4,51938
Bay of Plenty,216941,2022-05-26,1,16,206317
Bay of Plenty,216941,2022-05-26,2,21,202687
Bay of Plenty,216941,2022-05-26,3,39,123032
Tairāwhiti,41965,2022-05-26,1,-7,38957
Tairāwhiti,41965,2022-05-26,2,-6,38042
Tairāwhiti,41965,2022-05-26,3,6,22646
Taranaki,102147,2022-05-26,1,-16,96575
Taranaki,102147,2022-05-26,2,-15,95201
Taranaki,102147,2022-05-26,3,11,59304
Hawke's Bay,145571,2022-05-26,1,-1,141612
Hawke's Bay,145571,2022-05-26,2,1,139288
Hawke's Bay,145571,2022-05-26,3,19,88962
MidCentral,152302,2022-05-26,1,-18,146694
MidCentral,152302,2022-05-26,2,-20,144835
MidCentral,152302,2022-05-26,3,-6,95970
Whanganui,57247,2022-05-26,1,-8,52567
Whanganui,57247,2022-05-26,2,-5,51716
Whanganui,57247,2022-05-26,3,-2,34048
Capital and Coast,271174,2022-05-26,1,-15,266903
Capital and Coast,271174,2022-05-26,2,-14,265194
Capital and Coast,271174,2022-05-26,3,23,196487
Hutt Valley,130239,2022-05-26,1,-18,125723
Hutt Valley,130239,2022-05-26,2,-20,124485
Hutt Valley,130239,2022-05-26,3,1,86118
Wairarapa,41427,2022-05-26,1,-11,39910
Wairarapa,41427,2022-05-26,2,-10,39325
Wairarapa,41427,2022-05-26,3,-2,26500
Nelson Marlborough,135743,2022-05-26,1,-10,130835
Nelson Marlborough,135743,2022-05-26,2,-7,129220
Nelson Marlborough,135743,2022-05-26,3,4,88222
West Coast,27906,2022-05-26,1,-3,25835
West Coast,27906,2022-05-26,2,-3,25450
West Coast,27906,2022-05-26,3,4,16843
Canterbury,482890,2022-05-26,1,-12,481754
Canterbury,482890,2022-05-26,2,-10,477597
Canterbury,482890,2022-05-26,3,47,329897
South Canterbury,52584,2022-05-26,1,-18,49705
South Canterbury,52584,2022-05-26,2,-18,49174
South Canterbury,52584,2022-05-26,3,-10,33910
Southern,288015,2022-05-26,1,-11,283759
Southern,288015,2022-05-26,2,-13,280783
Southern,288015,2022-05-26,3,58,191251
Northland,161320,2022-05-29,1,-14,145222
Northland,161320,2022-05-29,2,-8,141931
Northland,161320,2022-05-29,3,31,88413
Waitematā,526087,2022-05-29,1,0,507640
Waitematā,526087,2022-05-29,2,-1,503021
Waitematā,526087,2022-05-29,3,329,333169
Auckland,423958,2022-05-29,1,-2,420021
Auckland,423958,2022-05-29,2,0,416171
Auckland,423958,2022-05-29,3,285,286473
Counties Manukau,482773,2022-05-29,1,35,464421
Counties Manukau,482773,2022-05-29,2,43,458626
Counties Manukau,482773,2022-05-29,3,516,278536
Waikato,357176,2022-05-29,1,-9,339490
Waikato,357176,2022-05-29,2,-3,334238
Waikato,357176,2022-05-29,3,154,204911
Lakes,94419,2022-05-29,1,-30,87745
Lakes,94419,2022-05-29,2,-30,86080
Lakes,94419,2022-05-29,3,23,51961
Bay of Plenty,216941,2022-05-29,1,1,206318
Bay of Plenty,216941,2022-05-29,2,5,202692
Bay of Plenty,216941,2022-05-29,3,69,123101
Tairāwhiti,41965,2022-05-29,1,-7,38950
Tairāwhiti,41965,2022-05-29,2,-7,38035
Tairāwhiti,41965,2022-05-29,3,21,22667
Taranaki,102147,2022-05-29,1,7,96582
Taranaki,102147,2022-05-29,2,8,95209
Taranaki,102147,2022-05-29,3,45,59349
Hawke's Bay,145571,2022-05-29,1,42,141654
Hawke's Bay,145571,2022-05-29,2,41,139329
Hawke's Bay,145571,2022-05-29,3,97,89059
MidCentral,152302,2022-05-29,1,1,146695
MidCentral,152302,2022-05-29,2,6,144841
MidCentral,152302,2022-05-29,3,48,96018
Whanganui,57247,2022-05-29,1,-2,52565
Whanganui,57247,2022-05-29,2,-3,51713
Whanganui,57247,2022-05-29,3,5,34053
Capital and Coast,271174,2022-05-29,1,2,266905
Capital and Coast,271174,2022-05-29,2,5,265199
Capital and Coast,271174,2022-05-29,3,91,196578
Hutt Valley,130239,2022-05-29,1,-8,125715
Hutt Valley,130239,2022-05-29,2,-10,124475
Hutt Valley,130239,2022-05-29,3,35,86153
Wairarapa,41427,2022-05-29,1,-7,39903
Wairarapa,41427,2022-05-29,2,-4,39321
Wairarapa,41427,2022-05-29,3,6,26506
Nelson Marlborough,135743,2022-05-29,1,-5,130830
Nelson Marlborough,135743,2022-05-29,2,-6,129214
Nelson Marlborough,135743,2022-05-29,3,29,88251
West Coast,27906,2022-05-29,1,7,25842
West Coast,27906,2022-05-29,2,6,25456
West Coast,27906,2022-05-29,3,18,16861
Canterbury,482890,2022-05-29,1,9,481763
Canterbury,482890,2022-05-29,2,12,477609
Canterbury,482890,2022-05-29,3,190,330087
South Canterbury,52584,2022-05-29,1,-6,49699
South Canterbury,52584,2022-05-29,2,-5,49169
South Canterbury,52584,2022-05-29,3,5,33915
Southern,288015,2022-05-29,1,-4,283755
Southern,288015,2022-05-29,2,-5,280778
Southern,288015,2022-05-29,3,67,191318
Northland,161320,2022-05-30,1,13,145235
Northland,161320,2022-05-30,2,19,141950
Northland,161320,2022-05-30,3,63,88476
Waitematā,526087,2022-05-30,1,45,507685
Waitematā,526087,2022-05-30,2,45,503066
Waitematā,526087,2022-05-30,3,123,333292
Auckland,423958,2022-05-30,1,-19,420002
Auckland,423958,2022-05-30,2,-18,416153
Auckland,423958,2022-05-30,3,77,286550
Counties Manukau,482773,2022-05-30,1,-13,464408
Counties Manukau,482773,2022-05-30,2,-16,458610
Counties Manukau,482773,2022-05-30,3,88,278624
Waikato,357176,2022-05-30,1,29,339519
Waikato,357176,2022-05-30,2,27,334265
Waikato,357176,2022-05-30,3,82,204993
Lakes,94419,2022-05-30,1,5,87750
Lakes,94419,2022-05-30,2,2,86082
Lakes,94419,2022-05-30,3,24,51985
Bay of Plenty,216941,2022-05-30,1,-34,206284
Bay of Plenty,216941,2022-05-30,2,-29,202663
Bay of Plenty,216941,2022-05-30,3,29,123130
Tairāwhiti,41965,2022-05-30,1,-1,38949
Tairāwhiti,41965,2022-05-30,2,-1,38034
Tairāwhiti,41965,2022-05-30,3,2,22669
Taranaki,102147,2022-05-30,1,13,96595
Taranaki,102147,2022-05-30,2,11,95220
Taranaki,102147,2022-05-30,3,14,59363
Hawke's Bay,145571,2022-05-30,1,-9,141645
Hawke's Bay,145571,2022-05-30,2,-6,139323
Hawke's Bay,145571,2022-05-30,3,21,89080
MidCentral,152302,2022-05-30,1,-16,146679
MidCentral,152302,2022-05-30,2,-17,144824
MidCentral,152302,2022-05-30,3,9,96027
Whanganui,57247,2022-05-30,1,1,52566
Whanganui,57247,2022-05-30,2,2,51715
Whanganui,57247,2022-05-30,3,10,34063
Capital and Coast,271174,2022-05-30,1,-11,266894
Capital and Coast,271174,2022-05-30,2,-9,265190
Capital and Coast,271174,2022-05-30,3,31,196609
Hutt Valley,130239,2022-05-30,1,5,125720
Hutt Valley,130239,2022-05-30,2,4,124479
Hutt Valley,130239,2022-05-30,3,15,86168
Wairarapa,41427,2022-05-30,1,-4,39899
