School,EthnicGroup,Level,Students
Maungakaramea School,Māori,Year 5,2
Maungakaramea School,Other,Year 5,1
Maungakaramea School,European,Year 5,19
Maungakaramea School,Māori,Year 6,2
Maungakaramea School,Pacific,Year 6,2
Maungakaramea School,Asian,Year 6,2
Maungakaramea School,European,Year 6,6
Maungakaramea School,Māori,Year 7,6
Maungakaramea School,European,Year 7,6
Maungakaramea School,European,Year 8,5
Maungaraki School,Māori,Year 1,5
Maungaraki School,Pacific,Year 1,1
Maungaraki School,Asian,Year 1,11
Maungaraki School,MELAA,Year 1,4
Maungaraki School,Other,Year 1,1
Maungaraki School,European,Year 1,13
Maungaraki School,Māori,Year 2,2
Maungaraki School,Pacific,Year 2,3
Maungaraki School,Asian,Year 2,11
Maungaraki School,MELAA,Year 2,3
Maungaraki School,European,Year 2,23
Maungaraki School,Māori,Year 3,6
Maungaraki School,Pacific,Year 3,2
Maungaraki School,Asian,Year 3,16
Maungaraki School,MELAA,Year 3,3
Maungaraki School,European,Year 3,27
Maungaraki School,Māori,Year 4,7
Maungaraki School,Pacific,Year 4,2
Maungaraki School,Asian,Year 4,15
Maungaraki School,MELAA,Year 4,3
Maungaraki School,European,Year 4,23
Maungaraki School,Māori,Year 5,9
Maungaraki School,Pacific,Year 5,1
Maungaraki School,Asian,Year 5,14
Maungaraki School,MELAA,Year 5,4
Maungaraki School,European,Year 5,22
Maungaraki School,Māori,Year 6,8
Maungaraki School,Pacific,Year 6,1
Maungaraki School,Asian,Year 6,11
Maungaraki School,MELAA,Year 6,1
Maungaraki School,European,Year 6,20
Maungaraki School,Māori,Year 7,3
Maungaraki School,Pacific,Year 7,1
Maungaraki School,Asian,Year 7,9
Maungaraki School,MELAA,Year 7,4
Maungaraki School,European,Year 7,30
Maungaraki School,Māori,Year 8,4
Maungaraki School,Asian,Year 8,12
Maungaraki School,MELAA,Year 8,1
Maungaraki School,European,Year 8,27
Maungatapere School,Māori,Year 1,8
Maungatapere School,Asian,Year 1,6
Maungatapere School,MELAA,Year 1,1
Maungatapere School,European,Year 1,20
Maungatapere School,Māori,Year 2,9
Maungatapere School,Pacific,Year 2,1
Maungatapere School,MELAA,Year 2,1
Maungatapere School,European,Year 2,25
Maungatapere School,Māori,Year 3,8
Maungatapere School,Asian,Year 3,1
Maungatapere School,MELAA,Year 3,1
Maungatapere School,European,Year 3,30
Maungatapere School,Māori,Year 4,11
Maungatapere School,Asian,Year 4,3
Maungatapere School,MELAA,Year 4,1
Maungatapere School,Other,Year 4,1
Maungatapere School,European,Year 4,25
Maungatapere School,Māori,Year 5,9
Maungatapere School,Other,Year 5,2
Maungatapere School,European,Year 5,32
Maungatapere School,Māori,Year 6,12
Maungatapere School,Pacific,Year 6,1
Maungatapere School,Asian,Year 6,1
Maungatapere School,MELAA,Year 6,2
Maungatapere School,European,Year 6,29
Maungatapere School,Māori,Year 7,15
Maungatapere School,Pacific,Year 7,1
Maungatapere School,Asian,Year 7,2
Maungatapere School,MELAA,Year 7,1
Maungatapere School,Other,Year 7,1
Maungatapere School,European,Year 7,22
Maungatapere School,Māori,Year 8,13
Maungatapere School,Pacific,Year 8,1
Maungatapere School,Other,Year 8,1
Maungatapere School,European,Year 8,26
Maungatapu School,Māori,Year 1,40
Maungatapu School,Pacific,Year 1,3
Maungatapu School,Asian,Year 1,7
Maungatapu School,MELAA,Year 1,3
Maungatapu School,Other,Year 1,1
Maungatapu School,European,Year 1,45
Maungatapu School,Māori,Year 2,48
Maungatapu School,Pacific,Year 2,2
Maungatapu School,Asian,Year 2,8
Maungatapu School,MELAA,Year 2,3
Maungatapu School,European,Year 2,29
Maungatapu School,Māori,Year 3,42
Maungatapu School,Pacific,Year 3,2
Maungatapu School,Asian,Year 3,6
Maungatapu School,MELAA,Year 3,7
Maungatapu School,European,Year 3,35
Maungatapu School,Māori,Year 4,46
Maungatapu School,Pacific,Year 4,1
Maungatapu School,Asian,Year 4,7
Maungatapu School,MELAA,Year 4,2
Maungatapu School,Other,Year 4,3
Maungatapu School,European,Year 4,39
Maungatapu School,Māori,Year 5,37
Maungatapu School,Pacific,Year 5,1
Maungatapu School,Asian,Year 5,5
Maungatapu School,MELAA,Year 5,2
Maungatapu School,European,Year 5,39
Maungatapu School,Māori,Year 6,42
Maungatapu School,Asian,Year 6,1
Maungatapu School,European,Year 6,39
Maungatapu School,Māori,Year 7,8
Maungatapu School,Asian,Year 7,2
Maungatapu School,Other,Year 7,1
Maungatapu School,European,Year 7,10
Maungatapu School,Māori,Year 8,2
Maungaturoto School,Māori,Year 1,8
Maungaturoto School,Pacific,Year 1,1
Maungaturoto School,European,Year 1,31
Maungaturoto School,Māori,Year 2,8
Maungaturoto School,Asian,Year 2,4
Maungaturoto School,European,Year 2,22
Maungaturoto School,Māori,Year 3,6
Maungaturoto School,Pacific,Year 3,1
Maungaturoto School,Asian,Year 3,1
Maungaturoto School,MELAA,Year 3,1
Maungaturoto School,European,Year 3,23
Maungaturoto School,Māori,Year 4,8
Maungaturoto School,Pacific,Year 4,2
Maungaturoto School,European,Year 4,15
Maungaturoto School,Māori,Year 5,12
Maungaturoto School,Pacific,Year 5,1
Maungaturoto School,Asian,Year 5,1
Maungaturoto School,MELAA,Year 5,1
Maungaturoto School,European,Year 5,22
Maungaturoto School,Māori,Year 6,14
Maungaturoto School,European,Year 6,26
Maungaturoto School,Māori,Year 7,3
Maungaturoto School,European,Year 7,7
Maungaturoto School,European,Year 8,1
Maungawhau School,Māori,Year 1,11
Maungawhau School,Pacific,Year 1,4
Maungawhau School,Asian,Year 1,46
Maungawhau School,MELAA,Year 1,4
Maungawhau School,Other,Year 1,4
Maungawhau School,European,Year 1,36
Maungawhau School,Māori,Year 2,5
Maungawhau School,Pacific,Year 2,4
Maungawhau School,Asian,Year 2,52
Maungawhau School,MELAA,Year 2,1
Maungawhau School,Other,Year 2,2
Maungawhau School,European,Year 2,36
Maungawhau School,International fee paying,Year 2,1
Maungawhau School,Māori,Year 3,12
Maungawhau School,Pacific,Year 3,3
Maungawhau School,Asian,Year 3,43
Maungawhau School,MELAA,Year 3,1
Maungawhau School,Other,Year 3,2
Maungawhau School,European,Year 3,32
Maungawhau School,Māori,Year 4,6
Maungawhau School,Pacific,Year 4,2
Maungawhau School,Asian,Year 4,58
Maungawhau School,MELAA,Year 4,3
Maungawhau School,Other,Year 4,2
Maungawhau School,European,Year 4,38
Maungawhau School,International fee paying,Year 4,3
Maungawhau School,Māori,Year 5,7
Maungawhau School,Pacific,Year 5,1
Maungawhau School,Asian,Year 5,50
Maungawhau School,MELAA,Year 5,3
Maungawhau School,European,Year 5,34
Maungawhau School,International fee paying,Year 5,1
Maungawhau School,Māori,Year 6,6
Maungawhau School,Pacific,Year 6,5
Maungawhau School,Asian,Year 6,57
Maungawhau School,MELAA,Year 6,3
Maungawhau School,Other,Year 6,1
Maungawhau School,European,Year 6,51
Maungawhau School,Māori,Year 7,2
Maungawhau School,Pacific,Year 7,1
Maungawhau School,Asian,Year 7,10
Maungawhau School,European,Year 7,6
Maunu School,Māori,Year 1,8
Maunu School,Asian,Year 1,11
Maunu School,MELAA,Year 1,2
Maunu School,Other,Year 1,1
Maunu School,European,Year 1,18
Maunu School,Māori,Year 2,13
Maunu School,Pacific,Year 2,2
Maunu School,Asian,Year 2,8
Maunu School,MELAA,Year 2,3
Maunu School,Other,Year 2,2
Maunu School,European,Year 2,34
Maunu School,Māori,Year 3,11
Maunu School,Asian,Year 3,11
Maunu School,MELAA,Year 3,2
Maunu School,Other,Year 3,2
Maunu School,European,Year 3,22
Maunu School,Māori,Year 4,6
Maunu School,Pacific,Year 4,1
Maunu School,Asian,Year 4,12
Maunu School,MELAA,Year 4,3
Maunu School,European,Year 4,29
Maunu School,Māori,Year 5,15
Maunu School,Asian,Year 5,11
Maunu School,MELAA,Year 5,4
Maunu School,European,Year 5,35
Maunu School,Māori,Year 6,10
Maunu School,Pacific,Year 6,1
Maunu School,Asian,Year 6,17
Maunu School,MELAA,Year 6,1
Maunu School,European,Year 6,31
Maunu School,Asian,Year 7,2
Maunu School,Other,Year 7,1
Maunu School,European,Year 7,2
Mauriceville School,Māori,Year 1,2
Mauriceville School,European,Year 1,2
Mauriceville School,European,Year 2,1
Mauriceville School,Māori,Year 3,1
Mauriceville School,European,Year 3,1
Mauriceville School,European,Year 4,1
Mauriceville School,European,Year 5,2
Mauriceville School,Māori,Year 7,2
Mauriceville School,Pacific,Year 7,1
Mauriceville School,European,Year 7,1
Mauriceville School,European,Year 8,1
May Road School,Māori,Year 1,7
May Road School,Pacific,Year 1,21
May Road School,Asian,Year 1,2
May Road School,Māori,Year 2,8
May Road School,Pacific,Year 2,12
May Road School,Asian,Year 2,4
May Road School,MELAA,Year 2,5
May Road School,Māori,Year 3,7
May Road School,Pacific,Year 3,24
May Road School,Asian,Year 3,3
May Road School,MELAA,Year 3,3
May Road School,European,Year 3,1
May Road School,Māori,Year 4,7
May Road School,Pacific,Year 4,14
May Road School,Asian,Year 4,1
May Road School,MELAA,Year 4,4
May Road School,Māori,Year 5,7
May Road School,Pacific,Year 5,18
May Road School,Asian,Year 5,7
May Road School,MELAA,Year 5,3
May Road School,Māori,Year 6,5
May Road School,Pacific,Year 6,16
May Road School,Asian,Year 6,2
May Road School,MELAA,Year 6,3
May Road School,Māori,Year 7,1
May Road School,Pacific,Year 7,3
May Road School,Asian,Year 7,1
May Road School,MELAA,Year 7,1
Mayfair School,Māori,Year 1,24
Mayfair School,Pacific,Year 1,2
Mayfair School,Asian,Year 1,1
Mayfair School,European,Year 1,2
Mayfair School,Māori,Year 2,22
Mayfair School,Pacific,Year 2,6
Mayfair School,European,Year 2,10
Mayfair School,Māori,Year 3,21
Mayfair School,Pacific,Year 3,4
Mayfair School,Asian,Year 3,1
Mayfair School,European,Year 3,2
Mayfair School,Māori,Year 4,33
Mayfair School,Asian,Year 4,3
Mayfair School,European,Year 4,4
Mayfair School,Māori,Year 5,30
Mayfair School,Pacific,Year 5,6
Mayfair School,Asian,Year 5,2
Mayfair School,European,Year 5,10
Mayfair School,Māori,Year 6,27
Mayfair School,Pacific,Year 6,7
Mayfair School,Asian,Year 6,7
Mayfair School,European,Year 6,9
Mayfair School,Māori,Year 7,2
Mayfair School,Pacific,Year 7,1
Mayfair School,European,Year 7,3
Mayfield School (Auckland),Māori,Year 1,7
Mayfield School (Auckland),Pacific,Year 1,39
Mayfield School (Auckland),Asian,Year 1,1
Mayfield School (Auckland),Other,Year 1,1
Mayfield School (Auckland),Māori,Year 2,15
Mayfield School (Auckland),Pacific,Year 2,37
Mayfield School (Auckland),Asian,Year 2,1
Mayfield School (Auckland),Other,Year 2,1
Mayfield School (Auckland),European,Year 2,1
Mayfield School (Auckland),Māori,Year 3,12
Mayfield School (Auckland),Pacific,Year 3,45
Mayfield School (Auckland),Māori,Year 4,14
Mayfield School (Auckland),Pacific,Year 4,38
Mayfield School (Auckland),Māori,Year 5,12
Mayfield School (Auckland),Pacific,Year 5,26
Mayfield School (Auckland),Asian,Year 5,1
Mayfield School (Auckland),Māori,Year 6,15
Mayfield School (Auckland),Pacific,Year 6,47
Mayfield School (Auckland),Asian,Year 6,2
Mayfield School (Auckland),Other,Year 6,1
Mayfield School (Auckland),Pacific,Year 7,1
Mayfield School (Blenheim),Māori,Year 1,9
Mayfield School (Blenheim),Pacific,Year 1,1
Mayfield School (Blenheim),Asian,Year 1,1
Mayfield School (Blenheim),European,Year 1,3
Mayfield School (Blenheim),Māori,Year 2,7
Mayfield School (Blenheim),Pacific,Year 2,1
Mayfield School (Blenheim),Asian,Year 2,1
Mayfield School (Blenheim),European,Year 2,7
Mayfield School (Blenheim),Māori,Year 3,11
Mayfield School (Blenheim),Pacific,Year 3,1
Mayfield School (Blenheim),Asian,Year 3,1
Mayfield School (Blenheim),European,Year 3,5
Mayfield School (Blenheim),Māori,Year 4,7
Mayfield School (Blenheim),Pacific,Year 4,1
Mayfield School (Blenheim),Asian,Year 4,1
Mayfield School (Blenheim),European,Year 4,5
Mayfield School (Blenheim),Māori,Year 5,10
Mayfield School (Blenheim),Pacific,Year 5,1
Mayfield School (Blenheim),Asian,Year 5,1
Mayfield School (Blenheim),European,Year 5,10
Mayfield School (Blenheim),Māori,Year 6,12
Mayfield School (Blenheim),Pacific,Year 6,3
Mayfield School (Blenheim),Asian,Year 6,1
Mayfield School (Blenheim),European,Year 6,7
Mayfield School (Blenheim),Māori,Year 7,1
Mayfield School (Blenheim),European,Year 7,1
Mayfield School (Mid-Canterbury),Asian,Year 1,1
Mayfield School (Mid-Canterbury),European,Year 1,8
Mayfield School (Mid-Canterbury),Pacific,Year 2,2
Mayfield School (Mid-Canterbury),Asian,Year 2,2
Mayfield School (Mid-Canterbury),European,Year 2,9
Mayfield School (Mid-Canterbury),Māori,Year 3,1
Mayfield School (Mid-Canterbury),Pacific,Year 3,1
Mayfield School (Mid-Canterbury),Asian,Year 3,2
Mayfield School (Mid-Canterbury),MELAA,Year 3,1
Mayfield School (Mid-Canterbury),European,Year 3,10
Mayfield School (Mid-Canterbury),Māori,Year 4,2
Mayfield School (Mid-Canterbury),Asian,Year 4,3
Mayfield School (Mid-Canterbury),MELAA,Year 4,1
Mayfield School (Mid-Canterbury),European,Year 4,7
Mayfield School (Mid-Canterbury),Pacific,Year 5,2
Mayfield School (Mid-Canterbury),Asian,Year 5,1
Mayfield School (Mid-Canterbury),Other,Year 5,1
Mayfield School (Mid-Canterbury),European,Year 5,5
Mayfield School (Mid-Canterbury),Māori,Year 6,1
Mayfield School (Mid-Canterbury),Asian,Year 6,1
Mayfield School (Mid-Canterbury),European,Year 6,8
Mayfield School (Mid-Canterbury),Māori,Year 7,3
Mayfield School (Mid-Canterbury),Pacific,Year 7,2
Mayfield School (Mid-Canterbury),Asian,Year 7,1
Mayfield School (Mid-Canterbury),European,Year 7,3
Mayfield School (Mid-Canterbury),Pacific,Year 8,1
Mayfield School (Mid-Canterbury),Asian,Year 8,1
Mayfield School (Mid-Canterbury),European,Year 8,2
McAuley High School,Māori,Year 10,4
McAuley High School,Pacific,Year 10,142
McAuley High School,Asian,Year 10,11
McAuley High School,MELAA,Year 10,3
McAuley High School,European,Year 10,2
McAuley High School,Māori,Year 11,9
McAuley High School,Pacific,Year 11,137
McAuley High School,Asian,Year 11,10
McAuley High School,MELAA,Year 11,4
McAuley High School,European,Year 11,1
McAuley High School,Māori,Year 12,11
McAuley High School,Pacific,Year 12,130
McAuley High School,Asian,Year 12,6
McAuley High School,MELAA,Year 12,1
McAuley High School,European,Year 12,1
McAuley High School,Māori,Year 13,4
McAuley High School,Pacific,Year 13,125
McAuley High School,Asian,Year 13,3
McAuley High School,MELAA,Year 13,4
McAuley High School,Māori,Year 9,9
McAuley High School,Pacific,Year 9,150
McAuley High School,Asian,Year 9,10
McAuley High School,MELAA,Year 9,2
McAuley High School,European,Year 9,1
Meadowbank School,Māori,Year 1,10
Meadowbank School,Pacific,Year 1,3
Meadowbank School,Asian,Year 1,40
Meadowbank School,MELAA,Year 1,6
Meadowbank School,Other,Year 1,1
Meadowbank School,European,Year 1,56
Meadowbank School,Māori,Year 2,10
Meadowbank School,Pacific,Year 2,3
Meadowbank School,Asian,Year 2,45
Meadowbank School,MELAA,Year 2,6
Meadowbank School,Other,Year 2,1
Meadowbank School,European,Year 2,55
Meadowbank School,Māori,Year 3,8
Meadowbank School,Pacific,Year 3,3
Meadowbank School,Asian,Year 3,37
Meadowbank School,MELAA,Year 3,7
Meadowbank School,Other,Year 3,3
Meadowbank School,European,Year 3,68
Meadowbank School,Māori,Year 4,10
Meadowbank School,Pacific,Year 4,5
Meadowbank School,Asian,Year 4,56
Meadowbank School,MELAA,Year 4,3
Meadowbank School,Other,Year 4,4
Meadowbank School,European,Year 4,64
Meadowbank School,Māori,Year 5,8
Meadowbank School,Pacific,Year 5,5
Meadowbank School,Asian,Year 5,31
Meadowbank School,MELAA,Year 5,5
Meadowbank School,Other,Year 5,2
Meadowbank School,European,Year 5,63
Meadowbank School,Māori,Year 6,5
Meadowbank School,Pacific,Year 6,6
Meadowbank School,Asian,Year 6,36
Meadowbank School,MELAA,Year 6,2
Meadowbank School,Other,Year 6,1
Meadowbank School,European,Year 6,63
Meadowbank School,Pacific,Year 7,1
Meadowbank School,Asian,Year 7,5
Meadowbank School,Other,Year 7,1
Meadowbank School,European,Year 7,14
Medbury Preparatory School,Māori,Year 1,1
Medbury Preparatory School,Asian,Year 1,13
Medbury Preparatory School,European,Year 1,9
Medbury Preparatory School,Māori,Year 2,1
Medbury Preparatory School,Asian,Year 2,11
Medbury Preparatory School,European,Year 2,14
Medbury Preparatory School,Māori,Year 3,2
Medbury Preparatory School,Asian,Year 3,14
Medbury Preparatory School,MELAA,Year 3,3
Medbury Preparatory School,European,Year 3,11
Medbury Preparatory School,Māori,Year 4,2
Medbury Preparatory School,Asian,Year 4,12
Medbury Preparatory School,MELAA,Year 4,1
Medbury Preparatory School,European,Year 4,22
Medbury Preparatory School,Māori,Year 5,1
Medbury Preparatory School,Asian,Year 5,8
Medbury Preparatory School,MELAA,Year 5,3
Medbury Preparatory School,Other,Year 5,1
Medbury Preparatory School,European,Year 5,28
Medbury Preparatory School,International fee paying,Year 5,1
Medbury Preparatory School,Māori,Year 6,3
Medbury Preparatory School,Asian,Year 6,20
Medbury Preparatory School,MELAA,Year 6,2
Medbury Preparatory School,European,Year 6,43
Medbury Preparatory School,Māori,Year 7,6
Medbury Preparatory School,Asian,Year 7,13
Medbury Preparatory School,MELAA,Year 7,1
Medbury Preparatory School,Other,Year 7,1
Medbury Preparatory School,European,Year 7,59
Medbury Preparatory School,International fee paying,Year 7,2
Medbury Preparatory School,Māori,Year 8,8
Medbury Preparatory School,Asian,Year 8,13
Medbury Preparatory School,MELAA,Year 8,1
Medbury Preparatory School,European,Year 8,74
Meeanee School,Māori,Year 1,3
Meeanee School,Asian,Year 1,1
Meeanee School,European,Year 1,8
Meeanee School,Māori,Year 2,5
Meeanee School,Pacific,Year 2,2
Meeanee School,European,Year 2,10
Meeanee School,Māori,Year 3,6
Meeanee School,Pacific,Year 3,1
Meeanee School,European,Year 3,11
Meeanee School,Māori,Year 4,2
Meeanee School,Pacific,Year 4,1
Meeanee School,Asian,Year 4,1
Meeanee School,European,Year 4,5
Meeanee School,Māori,Year 5,6
Meeanee School,Pacific,Year 5,1
Meeanee School,European,Year 5,7
Meeanee School,Māori,Year 6,4
Meeanee School,Asian,Year 6,1
Meeanee School,European,Year 6,3
Meeanee School,Māori,Year 7,4
Meeanee School,Pacific,Year 7,1
Meeanee School,European,Year 7,11
Meeanee School,Māori,Year 8,3
Meeanee School,Pacific,Year 8,1
Meeanee School,Asian,Year 8,2
Meeanee School,European,Year 8,7
Mellons Bay School,Māori,Year 1,3
Mellons Bay School,Pacific,Year 1,2
Mellons Bay School,Asian,Year 1,26
Mellons Bay School,MELAA,Year 1,4
Mellons Bay School,European,Year 1,19
Mellons Bay School,Māori,Year 2,7
Mellons Bay School,Pacific,Year 2,1
Mellons Bay School,Asian,Year 2,44
Mellons Bay School,MELAA,Year 2,4
Mellons Bay School,European,Year 2,29
Mellons Bay School,Māori,Year 3,3
Mellons Bay School,Pacific,Year 3,2
Mellons Bay School,Asian,Year 3,38
Mellons Bay School,MELAA,Year 3,6
Mellons Bay School,European,Year 3,28
Mellons Bay School,Māori,Year 4,5
Mellons Bay School,Pacific,Year 4,3
Mellons Bay School,Asian,Year 4,44
Mellons Bay School,MELAA,Year 4,3
Mellons Bay School,European,Year 4,26
Mellons Bay School,Māori,Year 5,5
Mellons Bay School,Pacific,Year 5,4
Mellons Bay School,Asian,Year 5,42
Mellons Bay School,MELAA,Year 5,5
Mellons Bay School,European,Year 5,29
Mellons Bay School,Māori,Year 6,1
Mellons Bay School,Asian,Year 6,53
Mellons Bay School,MELAA,Year 6,4
Mellons Bay School,European,Year 6,28
Mellons Bay School,Māori,Year 7,3
Mellons Bay School,Pacific,Year 7,1
Mellons Bay School,Asian,Year 7,13
Mellons Bay School,European,Year 7,9
Melville Primary School,Māori,Year 1,22
Melville Primary School,Pacific,Year 1,4
Melville Primary School,Asian,Year 1,3
Melville Primary School,MELAA,Year 1,1
Melville Primary School,European,Year 1,3
Melville Primary School,Māori,Year 2,29
Melville Primary School,Pacific,Year 2,3
Melville Primary School,Asian,Year 2,1
Melville Primary School,MELAA,Year 2,3
Melville Primary School,European,Year 2,1
Melville Primary School,Māori,Year 3,28
Melville Primary School,Pacific,Year 3,10
Melville Primary School,Asian,Year 3,5
Melville Primary School,MELAA,Year 3,3
Melville Primary School,European,Year 3,1
Melville Primary School,Māori,Year 4,26
Melville Primary School,Pacific,Year 4,4
Melville Primary School,Asian,Year 4,3
Melville Primary School,MELAA,Year 4,1
Melville Primary School,European,Year 4,1
Melville Primary School,Māori,Year 5,29
Melville Primary School,Pacific,Year 5,4
Melville Primary School,Asian,Year 5,1
Melville Primary School,MELAA,Year 5,2
Melville Primary School,European,Year 5,7
Melville Primary School,Māori,Year 6,29
Melville Primary School,Pacific,Year 6,3
Melville Primary School,MELAA,Year 6,2
Melville Primary School,European,Year 6,3
Menzies College,Māori,Year 10,15
Menzies College,Asian,Year 10,3
Menzies College,European,Year 10,38
Menzies College,Māori,Year 11,18
Menzies College,Pacific,Year 11,2
Menzies College,Asian,Year 11,3
Menzies College,European,Year 11,26
Menzies College,Māori,Year 12,14
Menzies College,Pacific,Year 12,1
Menzies College,Asian,Year 12,2
Menzies College,European,Year 12,32
Menzies College,Māori,Year 13,7
Menzies College,Asian,Year 13,3
Menzies College,European,Year 13,14
Menzies College,Māori,Year 7,12
Menzies College,Pacific,Year 7,1
Menzies College,Asian,Year 7,4
Menzies College,European,Year 7,33
Menzies College,Māori,Year 8,18
Menzies College,Asian,Year 8,5
Menzies College,European,Year 8,40
Menzies College,Māori,Year 9,12
Menzies College,Asian,Year 9,1
Menzies College,European,Year 9,42
Meraki Montessori School,Māori,Year 1,1
Meraki Montessori School,European,Year 1,1
Meraki Montessori School,Māori,Year 2,2
Meraki Montessori School,Asian,Year 2,2
Meraki Montessori School,European,Year 2,11
Meraki Montessori School,Asian,Year 3,3
Meraki Montessori School,MELAA,Year 3,1
Meraki Montessori School,European,Year 3,6
Meraki Montessori School,Māori,Year 4,1
Meraki Montessori School,Asian,Year 4,1
Meraki Montessori School,MELAA,Year 4,2
Meraki Montessori School,Other,Year 4,1
Meraki Montessori School,European,Year 4,7
Meraki Montessori School,Asian,Year 5,1
Meraki Montessori School,MELAA,Year 5,1
Meraki Montessori School,European,Year 5,9
Meraki Montessori School,Asian,Year 6,2
Meraki Montessori School,European,Year 6,11
Meraki Montessori School,Māori,Year 7,1
Meraki Montessori School,Other,Year 7,1
Meraki Montessori School,European,Year 7,3
Meraki Montessori School,Asian,Year 8,1
Meraki Montessori School,European,Year 8,7
Mercury Bay Area School,Māori,Year 1,15
Mercury Bay Area School,Pacific,Year 1,1
Mercury Bay Area School,Asian,Year 1,2
Mercury Bay Area School,MELAA,Year 1,1
Mercury Bay Area School,European,Year 1,33
Mercury Bay Area School,Māori,Year 10,31
Mercury Bay Area School,Pacific,Year 10,1
Mercury Bay Area School,Asian,Year 10,5
Mercury Bay Area School,European,Year 10,77
Mercury Bay Area School,Māori,Year 11,19
Mercury Bay Area School,Pacific,Year 11,1
Mercury Bay Area School,Asian,Year 11,1
Mercury Bay Area School,MELAA,Year 11,1
Mercury Bay Area School,Other,Year 11,1
Mercury Bay Area School,European,Year 11,67
Mercury Bay Area School,Māori,Year 12,16
Mercury Bay Area School,Pacific,Year 12,1
Mercury Bay Area School,Asian,Year 12,2
Mercury Bay Area School,European,Year 12,60
Mercury Bay Area School,International fee paying,Year 12,8
Mercury Bay Area School,Māori,Year 13,12
Mercury Bay Area School,Pacific,Year 13,1
Mercury Bay Area School,Asian,Year 13,1
Mercury Bay Area School,European,Year 13,34
Mercury Bay Area School,International fee paying,Year 13,4
Mercury Bay Area School,Māori,Year 2,15
Mercury Bay Area School,Pacific,Year 2,5
Mercury Bay Area School,Asian,Year 2,3
Mercury Bay Area School,European,Year 2,50
Mercury Bay Area School,Māori,Year 3,13
Mercury Bay Area School,Pacific,Year 3,1
Mercury Bay Area School,Asian,Year 3,2
Mercury Bay Area School,European,Year 3,38
Mercury Bay Area School,Māori,Year 4,14
Mercury Bay Area School,Pacific,Year 4,1
Mercury Bay Area School,Asian,Year 4,2
Mercury Bay Area School,MELAA,Year 4,1
Mercury Bay Area School,European,Year 4,32
Mercury Bay Area School,Māori,Year 5,14
Mercury Bay Area School,Pacific,Year 5,2
Mercury Bay Area School,Asian,Year 5,3
Mercury Bay Area School,European,Year 5,37
Mercury Bay Area School,Māori,Year 6,16
Mercury Bay Area School,Pacific,Year 6,2
Mercury Bay Area School,Asian,Year 6,4
Mercury Bay Area School,European,Year 6,44
Mercury Bay Area School,Māori,Year 7,22
Mercury Bay Area School,Pacific,Year 7,3
Mercury Bay Area School,Asian,Year 7,1
Mercury Bay Area School,Other,Year 7,1
Mercury Bay Area School,European,Year 7,49
Mercury Bay Area School,Māori,Year 8,26
Mercury Bay Area School,Pacific,Year 8,3
Mercury Bay Area School,Asian,Year 8,3
Mercury Bay Area School,MELAA,Year 8,1
Mercury Bay Area School,European,Year 8,55
Mercury Bay Area School,International fee paying,Year 8,1
Mercury Bay Area School,Māori,Year 9,18
Mercury Bay Area School,Pacific,Year 9,1
Mercury Bay Area School,Asian,Year 9,1
Mercury Bay Area School,European,Year 9,76
Meremere School,Māori,Year 1,1
Meremere School,Pacific,Year 1,1
Meremere School,Pacific,Year 2,1
Meremere School,MELAA,Year 5,1
Meremere School,Māori,Year 6,2
Meremere School,Pacific,Year 6,1
Meremere School,European,Year 6,1
Meremere School,Māori,Year 7,2
Meremere School,MELAA,Year 8,1
Merivale School,Māori,Year 1,20
Merivale School,Pacific,Year 1,4
Merivale School,Asian,Year 1,1
Merivale School,European,Year 1,2
Merivale School,Māori,Year 2,28
Merivale School,Pacific,Year 2,1
Merivale School,European,Year 2,3
Merivale School,Māori,Year 3,24
Merivale School,Pacific,Year 3,4
Merivale School,Asian,Year 3,1
Merivale School,Māori,Year 4,16
Merivale School,Pacific,Year 4,3
Merivale School,Asian,Year 4,1
Merivale School,European,Year 4,4
Merivale School,Māori,Year 5,16
Merivale School,Pacific,Year 5,7
Merivale School,Asian,Year 5,2
Merivale School,European,Year 5,4
Merivale School,Māori,Year 6,26
Merivale School,Pacific,Year 6,6
Merivale School,Asian,Year 6,1
Merivale School,European,Year 6,2
Merivale School,Māori,Year 7,6
Merivale School,Pacific,Year 7,2
Merivale School,European,Year 7,3
Merrilands School,Māori,Year 1,7
Merrilands School,Pacific,Year 1,1
Merrilands School,European,Year 1,9
Merrilands School,Māori,Year 2,9
Merrilands School,Pacific,Year 2,1
Merrilands School,Asian,Year 2,1
Merrilands School,MELAA,Year 2,1
Merrilands School,European,Year 2,12
Merrilands School,Māori,Year 3,11
Merrilands School,Pacific,Year 3,2
Merrilands School,MELAA,Year 3,1
Merrilands School,European,Year 3,19
Merrilands School,Māori,Year 4,7
Merrilands School,Asian,Year 4,2
Merrilands School,European,Year 4,17
Merrilands School,Māori,Year 5,12
Merrilands School,Asian,Year 5,1
Merrilands School,MELAA,Year 5,2
Merrilands School,European,Year 5,11
Merrilands School,Māori,Year 6,17
Merrilands School,Pacific,Year 6,2
Merrilands School,Asian,Year 6,4
Merrilands School,European,Year 6,15
Merrilands School,European,Year 7,5
Merrilands School,Māori,Year 8,1
Merrilands School,European,Year 8,2
Merrin School Ngā Whetū Kohara,Māori,Year 1,9
Merrin School Ngā Whetū Kohara,Pacific,Year 1,2
Merrin School Ngā Whetū Kohara,Asian,Year 1,25
