school,long,lat,x,y
Oaklynn Special School,174.681334,-36.918271,1749764.489730073,5912873.886081937
Okiwi School,175.394316,-36.154207,1815392.3266349381,5996291.51071378
Onehunga Primary School,174.783621,-36.92067,1758871.5081986708,5912442.173575019
Onepoto School,174.746612,-36.79803,1755823.6184455275,5926109.5230869185
Opaheke School,174.9505,-37.074307,1773388.0271763608,5895104.878649553
Orakei School,174.815043,-36.858376,1761802.07212453,5919300.676294705
Oranga School,174.80004,-36.907138,1760362.4619189864,5913916.022794181
Oratia School,174.620405,-36.91304,1744346.698049348,5913548.199238654
Orere School,175.22616,-36.977936,1798146.0860566972,5905259.164985204
Orewa Beach School,174.688479,-36.579615,1751063.6267528636,5950433.9369212715
Orewa Primary School,174.678986,-36.585841,1750202.1761573942,5949758.107704589
Otahuhu Intermediate,174.847248,-36.937133,1764504.0694763148,5910507.716792369
Otahuhu School,174.839664,-36.942854,1763816.3695644103,5909886.046621002
Otaua School,174.741349,-37.306305,1754321.0317450287,5869725.791763766
Our Lady Sacred Heart School (Epsom),174.770376,-36.897436,1757739.485921053,5915041.892126988
Owairaka District School,174.715658,-36.895219,1752868.149741079,5915376.9390571285
Owairoa Primary School,174.926309,-36.899077,1771630.7647388622,5914590.610166214
Paerata School,174.886531,-37.141628,1767552.5483893137,5887750.336009688
Pakuranga Heights School,174.882538,-36.915569,1767694.329234898,5912838.715896014
Pakuranga Intermediate,174.876417,-36.914181,1767152.0529549583,5913003.460172112
Panama Road School,174.853836,-36.926098,1765114.6223253058,5911720.638667371
Panmure Bridge School,174.863906,-36.901885,1766064.1176614873,5914389.5361707965
Panmure District School,174.842517,-36.901551,1764159.001258838,5914463.619278016
Papakura Central School,174.936786,-37.067973,1772183.1301908602,5895832.5923491735
Papakura Intermediate,174.953941,-37.06625,1773712.3284754432,5895992.5356002655
Papakura Normal School,174.93616,-37.048895,1772170.5944177955,5897950.465887984
Kereru Park Campus,174.936647,-37.074483,1772156.0488163293,5895110.54631857
Paparimu School,175.126691,-37.1462,1788873.5480253291,5886791.763928814
Papatoetoe Central School,174.864139,-36.973673,1765929.0957767763,5906424.356450159
Papatoetoe East School,174.875624,-36.973521,1766951.8222061372,5906421.145386152
Papatoetoe Intermediate,174.854483,-36.961663,1765095.4656369947,5907773.635261046
Papatoetoe North School,174.835289,-36.971049,1763366.4885396168,5906765.3699461855
Papatoetoe South School,174.853098,-36.988413,1764914.3992015258,5904808.149995698
Papatoetoe West School,174.848344,-36.979128,1764511.280731011,5905846.537615501
Parakai School,174.432924,-36.663249,1728059.8527248644,5941527.159686949
Ridgeview School,174.648367,-36.754652,1747140.9149176446,5931077.576618366
Mangapikopiko School,174.927885,-37.086943,1771349.0218891774,5893743.926777509
Parkside School,174.897546,-37.21619,1768365.313006993,5879457.931351423
Parnell School,174.787907,-36.855398,1759388.9947518401,5919676.715402275
Pasadena Intermediate,174.717967,-36.865836,1753132.5825541825,5918633.136197806
Patumāhoe Primary School,174.832724,-37.18751,1762674.8148117282,5882753.338225815
Pigeon Mountain School,174.90705,-36.882663,1769951.0421098503,5916446.200676823
Point Chevalier School Rangi-mata-rau,174.704211,-36.860666,1751916.5639846236,5919228.696791235
Pt England School,174.866626,-36.882824,1766347.8537684318,5916499.573430223
Pokeno School,175.01488,-37.243489,1778712.7715407433,5876213.848460599
Pomaria Road School,174.626359,-36.861407,1744974.7506293717,5919267.528841883
Ponsonby Intermediate,174.739685,-36.848062,1755104.5287049839,5920570.01587835
Ponsonby Primary School,174.738996,-36.842089,1755055.1589390556,5921233.808130592
Prospect School,174.639896,-36.915184000000004,1746079.010935336,5913280.654625945
Puhinui School,174.866042,-36.985961,1766071.781694171,5905057.693844951
Pukekawa School,174.986308,-37.341765,1775949.1248386716,5865363.055839426
Pukekohe East School,174.94503,-37.184496,1772651.1071267931,5882889.028769929
Pukekohe Hill School,174.892292,-37.211549,1767909.3797895992,5879982.196595345
Pukekohe Intermediate,174.901574,-37.2036,1768750.791515164,5880847.669191171
Pukekohe North School,174.895974,-37.195792,1768271.1218050164,5881723.9567180965
Pukeoware School,174.774925,-37.242601,1757429.4926019527,5876738.563168918
Puni School,174.854579,-37.232363,1764517.4263633739,5877739.020307172
Ramarama School,174.973732,-37.1423,1775296.5864399502,5887518.170523874
Rangeview Intermediate,174.644966,-36.868618,1746619.7361436933,5918439.099575724
Rānui Primary School,174.603406,-36.865845,1742920.2841969589,5918809.7695612535
Redhill School,174.971627,-37.06993,1775276.3750327728,5895551.747635415
Redoubt North School,174.889971,-36.985861,1768201.8204204678,5905026.774665991
Remuera Intermediate,174.799566,-36.886299,1760363.8418411484,5916228.838625588
Remuera School,174.793116,-36.881603,1759798.802707483,5916760.663883359
Richmond Road School,174.739777,-36.856164,1755096.3570009232,5919670.990346011
Riverhead School,174.593955,-36.753222,1742286.1229474528,5931318.486469913
Riverhills School,174.889636,-36.91995,1768317.0426265467,5912340.142480293
Riverina School,174.861813,-36.913968,1765851.4543972672,5913052.593547335
Robertson Road School,174.810345,-36.967795,1761152.7770725891,5907168.896780046
Rongomai School,174.889019,-36.968476,1768155.3520857987,5906957.3159461785
Roscommon School,174.863548,-37.026919,1765760.8069593117,5900517.7648152895
Te Kura o Pātiki Rosebank School,174.68573,-36.888166,1750215.1178591517,5916206.970202187
Rosehill School,174.93643,-37.075817,1772133.7399608972,5894962.929425904
Rosehill Intermediate,174.935794,-37.078203,1772071.8040875525,5894699.349912659
Rowandale School,174.875236,-37.024803,1766805.1746165818,5900732.099689353
Royal Oak School,174.774377,-36.908656,1758072.8492160703,5913790.4499536455
Royal Road School,174.618092,-36.831663,1744293.6689453754,5922579.935598979
Ruapotaka School,174.860646,-36.888067,1765803.5396921253,5915928.283417909
Rutherford School,174.648899,-36.852559,1747001.0870720365,5920214.695555979
Sandspit Road School,174.723952,-37.240151,1752912.9474321196,5877093.970991004
Shelly Park School,174.944935,-36.908181,1773269.8905686815,5913546.848538123
Sherwood School (Auckland),174.730853,-36.715417,1754583.2992540789,5935300.439929374
Silverdale School,174.679658,-36.606136,1750222.937123579,5947505.537757693
Sir Keith Park School,174.802486,-36.955425,1760479.0914815473,5908554.591752347
Sommerville School,174.86422,-36.893264,1766110.78734307,5915345.4710170515
St Anne's Catholic School (Manurewa),174.882432,-37.021108,1767453.4469928825,5901129.41588955
St Dominic's Catholic School (Blockhouse Bay),174.698727,-36.919392,1751311.6790174278,5912722.05606352
St Francis Catholic School (Pt Chevalier),174.708386,-36.870176,1752269.8831627574,5918166.961816316
St Heliers School,174.860517,-36.857581,1765857.97026888,5919310.849761682
St Ignatius Catholic School (St Heliers),174.850047,-36.85269,1764935.030809871,5919871.627841083
St John the Evangelist Catholic School,174.869759,-36.961253,1766456.4397449987,5907792.536625156
St John's School (Mairangi Bay),174.743684,-36.738602,1755682.5169943557,5932707.447645977
St Joseph's School (Grey Lynn),174.739932,-36.867102,1755088.0624946172,5918457.220735336
St Joseph's Catholic School (Onehunga),174.788102,-36.922912,1759266.013378648,5912185.954157958
St Joseph's School (Orakei),174.820998,-36.86268,1762323.8742707246,5918813.054298747
St Joseph's School (Otahuhu),174.847641,-36.945142,1764521.843683225,5909618.453332042
St Joseph's School (Pukekohe),174.901262,-37.195916,1768740.211977704,5881700.792316921
St Joseph's Catholic School (Takapuna),174.761823,-36.791104,1757194.942389288,5926853.026264326
St Leonards Road School,174.662759,-36.898887,1748147.2846100475,5915053.45178673
St Leo's Catholic School (Devonport),174.796563,-36.825322,1760223.489199011,5922999.0350442985
St Mark's School (Pakuranga),174.89715,-36.901451,1769027.241035008,5914379.2898076335
St Mary's Catholic School (Papakura),174.93651,-37.071188,1772151.3206768215,5895476.381717876
St Mary's Catholic School (Avondale),174.693382,-36.901674,1750870.443329128,5914696.25207898
St Mary's School (Ellerslie),174.803433,-36.895625,1760688.9152578341,5915187.643525527
St Mary's School (Northcote),174.739083,-36.807517,1755132.7171906854,5925069.239823882
St Michael's Catholic School (Remuera),174.783908,-36.873455,1758995.0256751357,5917680.032841525
St Patrick's School (Panmure),174.857072,-36.902249,1765454.398222506,5914361.028045481
St Pius X Catholic School (Glen Innes),174.854399,-36.871504,1765282.515981226,5917776.7430718
St Therese School (Three Kings),174.750528,-36.908246,1755948.8754701775,5913875.20193702
St Thomas School (Auckland),174.841452,-36.863082,1764146.461414048,5918733.48009715
Stanhope Road School,174.83179,-36.895579,1763215.9102792102,5915144.605107736
Stanley Bay School,174.784759,-36.825518,1759170.2658845962,5922997.017936114
Stanmore Bay School,174.727916,-36.62347,1754504.7450178824,5945505.928340908
Our Lady Star of the Sea School (Howick),174.922996,-36.919424,1771290.0319518505,5912339.084646612
Sunnyhills School,174.883307,-36.90209,1767792.368888667,5914332.836600825
Sunnybrae Normal School,174.744714,-36.789612,1755671.3123526345,5927046.541670114
Sunnynook School,174.742493,-36.752399,1755548.3120796669,5931178.700157167
Sunnyvale School,174.636054,-36.892405,1745780.0900384595,5915813.730704358
Sutton Park School,174.821816,-36.957182,1762196.5153493541,5908326.917981479
Swanson School,174.581335,-36.865447,1740953.5652043675,5918886.7379294
Sylvia Park School,174.836562,-36.913478,1763602.9086674459,5913150.580402853
Takanini School,174.924695,-37.039337,1771172.4462823046,5899031.644952815
Takapuna Normal Intermediate,174.755731,-36.787248,1756659.201154053,5927290.823618934
Takapuna School,174.768572,-36.787886,1757803.7640124208,5927198.930090312
Tāmaki School,174.864784,-36.894564,1766158.2282603723,5915200.256639138
Target Road School,174.733365,-36.76338,1754711.3424531585,5929975.227164865
Taupaki School,174.544543,-36.820261,1737754.9047687345,5923953.438429175
Te Atatu Intermediate,174.65287,-36.840457,1747378.3670055598,5921551.213301154
Peninsula Primary School,174.65172,-36.833201,1747289.7361965925,5922357.991353652
Te Hihi School,174.833213,-37.114731,1762874.3070409738,5890827.444534447
Te Kohanga School,174.845212,-37.312704,1763512.4950715443,5868841.117440163
Te Papapa School,174.799656,-36.915229,1760311.3095046068,5913018.996430476
Three Kings School,174.759204,-36.907366,1756723.6611646377,5913958.612388896
Tirimoana School,174.650587,-36.880337,1747098.3066966073,5917130.299929649
Titirangi School,174.653783,-36.938085,1747272.064233578,5910718.543183599
Torbay School,174.745881,-36.705384,1755945.857159887,5936389.17308146
Tuakau School,174.940003,-37.265931,1772019.6880038956,5873862.5820678435
Valley School,174.91329,-37.196975,1769805.451721813,5881561.799507869
Vauxhall School,174.803082,-36.817046,1760822.252933414,5923906.269066318
Verran Primary School,174.713393,-36.802719,1752850.4165113831,5925642.930173395
Victoria Avenue School,174.799034,-36.8655,1760359.923470129,5918537.306165011
View Road School,174.732101,-37.245933,1753624.0748694092,5876439.252046345
Viscount School,174.791455,-36.967462,1759471.7734963289,5907237.640278728
Waiau Pa School,174.751987,-37.138169,1755609.0319878187,5888363.300944273
Waikowhai Intermediate,174.743233,-36.923362,1755268.2738571465,5912210.044558826
Waikowhai Primary School,174.741339,-36.930136,1755085.835209783,5911461.577552266
Waimauku School,174.491337,-36.769953,1733096.2815730749,5929609.981341745
Wainui School,174.591915,-36.607049,1742373.21630217,5947537.89738607
Waioneke School,174.297376,-36.542443,1716126.322305256,5955101.052750654
Waipipi School,174.675501,-37.214289,1748665.8310628661,5880040.549587054
Wairau Intermediate,174.741895,-36.760483,1755478.6036369237,5930282.805531787
Wairau Valley Special School,174.733697,-36.777948,1754711.6935302096,5928358.465719875
Waitakere School,174.539563,-36.85194,1737254.0862831688,5920446.08748576
Waitoki School,174.549547,-36.635456,1738532.8997984866,5944448.447655856
Waiuku Primary School,174.73289,-37.257574,1753670.405680139,5875146.38260603
Wakaaranga School,174.894052,-36.89709,1768760.8022385114,5914868.621661673
Warkworth School,174.656906,-36.397754,1748585.6893557361,5970658.286217153
Waterlea Public School,174.772874,-36.943723,1757866.5921141964,5909902.369549552
Waterview School,174.700846,-36.87706,1751584.172302484,5917415.219699992
Wesley Intermediate,174.729639,-36.903232,1754097.869364966,5914465.437561821
Wesley Primary School,174.727705,-36.899937,1753932.1706487532,5914834.126148049
West Harbour School,174.62252,-36.823557,1744703.835721884,5923472.540406793
Western Heights School (Auckland),174.616385,-36.882467,1744046.0333093696,5916946.160414205
Westmere School (Auckland),174.724377,-36.85974,1753716.2069677645,5919299.154977146
Waimahia Intermediate School,174.86547,-37.035346,1765913.4438444786,5899579.436349006
Weymouth School,174.865615,-37.046592,1765901.8588055444,5898331.436276268
Whangaparaoa School (Auckland),174.754756,-36.635549,1756880.4144908898,5944122.336955808
Whenuapai School,174.618891,-36.793237,1744437.119801568,5926841.799048692
Willow Park School,174.733482,-36.797397,1754653.399130565,5926201.068108042
Wilson School,174.786673,-36.800195,1759393.4903616887,5925803.290491032
Windy Ridge School,174.711449,-36.789845,1752702.5410460278,5927074.323621941
Wiri Central School,174.885458,-37.000487,1767767.9924172605,5903411.987054039
Woodhill School,174.4387,-36.742709,1728443.7625198578,5932704.317794746
Woodlands Park School,174.630373,-36.946677,1745170.900128343,5909801.223415239
Wymondley Road School,174.856366,-36.951004,1765286.1601369749,5908952.972092053
Yendarra School,174.877703,-36.966108,1767153.111097573,5907239.96548287
Chapel Downs School,174.900669,-36.979496,1769168.1058019954,5905714.014346071
Nova Montessori School,172.724993,-43.510659,1577771.1508711558,5182438.121386975
TKKM o Te Raki Paewhenua,174.732119,-36.743396,1754640.2394529607,5932194.329047481
St Anthony's School (Wanganui),175.024063,-39.939599,1772931.940468706,5576985.2631546445
Gloriavale Christian School,171.70313,-42.6058,1493620.2607831047,5282143.85413398
St Francis Xavier Catholic School (Whangarei),174.31496,-35.702866,1718960.5584187347,6048210.507034363
TKKM o Toku Mapihi Maurea,175.324236,-37.788589,1804660.2504855685,5815096.683424488
Marina View School,174.64074,-36.81496,1746345.277836312,5924398.571484288
Kaitoke School (Claris),175.472761,-36.256771,1822160.2749726274,5984735.075057954
Riverview School,173.969687,-35.207821,1688262.664258756,6103479.342734377
Titirangi Rudolf Steiner School,174.640776,-36.952034,1746087.0361853286,5909190.9915870465
UP International College New Zealand,174.762486,-36.854547,1757124.2927873926,5919813.262092896
Bishop Edward Gaines Catholic School,175.877656,-38.223826,1851905.7328727816,5765434.617675184
St Matthew's Primary School (Hastings),176.840089,-39.641202,1929544.3193153539,5605013.360076195
Timaru Christian School,171.228316,-44.403579,1458922.6789891294,5081774.505180812
Te Rā School,174.984668,-40.937769,1767075.299250374,5466254.684560669
TKKM o Ngati Kahungunu o Te Wairoa,177.417864,-39.041005,1982408.5855126155,5669376.489062448
TKKM o Ngati Rangi,175.391594,-39.414824,1805889.3581254384,5634459.1156858
TKKM o Te Whanau Tahi,172.614592,-43.564588,1568875.1703744526,5176413.416500804
Ascot Community School,168.384837,-46.407172,1245286.259463014,4850353.507893793
St Paul's School (Richmond),173.194838,-41.337953,1616302.1951459283,5423707.537282044
Central Regional Health School,174.781261,-41.292222,1749146.332934127,5427272.526062344
Southern Health School,172.593881,-43.553887,1567196.782311253,5177593.900295505
St Mary MacKillop Catholic School,174.810338,-36.962612,1761163.083296147,5907743.952471307
Te Kura Māori o Porirua,174.878538,-41.122124,1757699.82224529,5445985.328157355
St Thomas More Catholic School,176.226299,-37.677013,1884536.6213332128,5825120.694330553
Amana Christian School,170.353415,-45.884359,1394644.4595898215,4915394.620150933
St Paul's School (Massey),174.607463,-36.826973,1743354.5077259904,5923116.255012443
Te Kura o Tōrere,177.493744,-37.947644,1994918.4726804437,5790459.401974158
Wainuiomata Intermediate,174.933393,-41.252707,1761982.7577307979,5431387.004397445
Konini Primary School (Wainuiomata),174.936129,-41.254826,1762206.751668423,5431146.640974698
Manaia View School,174.302758,-35.745843,1717793.3205308667,6043458.27270571
Drummond Primary School,168.15067,-46.153001,1225559.2691170229,4877511.5443903925
TKKM o Wairarapa,175.667556,-40.96076,1824490.0943894004,5462171.8276154185
Destiny School,174.877783,-37.000603,1767084.7490779965,5903412.62044779
