Year,DHB,Month,Count
2019,South Canterbury,August,8
2019,Southern,August,35
2019,Northland,September,25
2019,Waitemata,September,45
2019,Auckland,September,44
2019,Counties Manukau,September,30
2019,Waikato,September,63
2019,Lakes,September,8
2019,Bay of Plenty,September,24
2019,Tairawhiti,September,1
2019,Taranaki,September,22
2019,Hawke's Bay,September,21
2019,Whanganui,September,8
2019,MidCentral,September,28
2019,Hutt Valley,September,4
2019,Capital and Coast,September,34
2019,Wairarapa,September,6
2019,Nelson Marlborough,September,16
2019,West Coast,September,6
2019,Canterbury,September,55
2019,South Canterbury,September,14
2019,Southern,September,49
2019,Northland,October,25
2019,Waitemata,October,65
2019,Auckland,October,46
2019,Counties Manukau,October,56
2019,Waikato,October,58
2019,Lakes,October,18
2019,Bay of Plenty,October,30
2019,Tairawhiti,October,8
2019,Taranaki,October,26
2019,Hawke's Bay,October,21
2019,Whanganui,October,5
2019,MidCentral,October,26
2019,Hutt Valley,October,15
2019,Capital and Coast,October,25
2019,Wairarapa,October,11
2019,Nelson Marlborough,October,20
2019,West Coast,October,0
2019,Canterbury,October,72
2019,South Canterbury,October,14
2019,Southern,October,64
2019,Northland,November,22
2019,Waitemata,November,91
2019,Auckland,November,52
2019,Counties Manukau,November,56
2019,Waikato,November,71
2019,Lakes,November,10
2019,Bay of Plenty,November,22
2019,Tairawhiti,November,3
2019,Taranaki,November,35
2019,Hawke's Bay,November,27
2019,Whanganui,November,11
2019,MidCentral,November,41
2019,Hutt Valley,November,23
2019,Capital and Coast,November,45
2019,Wairarapa,November,16
2019,Nelson Marlborough,November,23
2019,West Coast,November,4
2019,Canterbury,November,87
2019,South Canterbury,November,13
2019,Southern,November,59
2019,Northland,December,20
2019,Waitemata,December,108
2019,Auckland,December,64
2019,Counties Manukau,December,43
2019,Waikato,December,47
2019,Lakes,December,21
2019,Bay of Plenty,December,29
2019,Tairawhiti,December,6
2019,Taranaki,December,14
2019,Hawke's Bay,December,38
2019,Whanganui,December,10
2019,MidCentral,December,27
2019,Hutt Valley,December,20
2019,Capital and Coast,December,35
2019,Wairarapa,December,12
2019,Nelson Marlborough,December,28
2019,West Coast,December,8
2019,Canterbury,December,51
2019,South Canterbury,December,10
2019,Southern,December,64
2020,Northland,January,14
2020,Waitemata,January,86
2020,Auckland,January,73
2020,Counties Manukau,January,57
2020,Waikato,January,71
2020,Lakes,January,15
2020,Bay of Plenty,January,41
2020,Tairawhiti,January,6
2020,Taranaki,January,16
2020,Hawke's Bay,January,26
2020,Whanganui,January,16
2020,MidCentral,January,22
2020,Hutt Valley,January,13
2020,Capital and Coast,January,35
2020,Wairarapa,January,12
2020,Nelson Marlborough,January,22
2020,West Coast,January,6
2020,Canterbury,January,65
2020,South Canterbury,January,13
2020,Southern,January,71
2020,Northland,February,22
2020,Waitemata,February,47
2020,Auckland,February,25
2020,Counties Manukau,February,41
2020,Waikato,February,37
2020,Lakes,February,10
2020,Bay of Plenty,February,17
2020,Tairawhiti,February,2
2020,Taranaki,February,13
2020,Hawke's Bay,February,17
2020,Whanganui,February,4
2020,MidCentral,February,11
2020,Hutt Valley,February,11
2020,Capital and Coast,February,16
2020,Wairarapa,February,3
2020,Nelson Marlborough,February,7
2020,West Coast,February,5
2020,Canterbury,February,32
2020,South Canterbury,February,9
2020,Southern,February,52
2020,Northland,March,11
2020,Waitemata,March,30
2020,Auckland,March,21
2020,Counties Manukau,March,23
2020,Waikato,March,34
2020,Lakes,March,3
2020,Bay of Plenty,March,13
2020,Tairawhiti,March,3
2020,Taranaki,March,11
2020,Hawke's Bay,March,11
2020,Whanganui,March,2
2020,MidCentral,March,7
2020,Hutt Valley,March,5
2020,Capital and Coast,March,19
2020,Wairarapa,March,4
2020,Nelson Marlborough,March,10
2020,West Coast,March,4
2020,Canterbury,March,23
2020,South Canterbury,March,7
2020,Southern,March,26
2020,Northland,April,3
2020,Waitemata,April,6
2020,Auckland,April,5
2020,Counties Manukau,April,4
2020,Waikato,April,23
2020,Lakes,April,5
2020,Bay of Plenty,April,3
2020,Tairawhiti,April,1
2020,Taranaki,April,6
2020,Hawke's Bay,April,2
2020,Whanganui,April,1
2020,MidCentral,April,4
2020,Hutt Valley,April,3
2020,Capital and Coast,April,0
2020,Wairarapa,April,2
2020,Nelson Marlborough,April,1
2020,West Coast,April,3
2020,Canterbury,April,9
2020,South Canterbury,April,5
2020,Southern,April,8
2020,Northland,May,9
2020,Waitemata,May,20
2020,Auckland,May,11
2020,Counties Manukau,May,15
2020,Waikato,May,19
2020,Lakes,May,8
2020,Bay of Plenty,May,8
2020,Tairawhiti,May,3
2020,Taranaki,May,9
2020,Hawke's Bay,May,5
2020,Whanganui,May,1
2020,MidCentral,May,10
2020,Hutt Valley,May,9
2020,Capital and Coast,May,1
2020,Wairarapa,May,0
2020,Nelson Marlborough,May,2
2020,West Coast,May,4
2020,Canterbury,May,18
2020,South Canterbury,May,6
2020,Southern,May,14
2020,Northland,June,15
2020,Waitemata,June,34
2020,Auckland,June,22
2020,Counties Manukau,June,21
2020,Waikato,June,23
2020,Lakes,June,4
2020,Bay of Plenty,June,7
2020,Tairawhiti,June,5
2020,Taranaki,June,9
2020,Hawke's Bay,June,13
2020,Whanganui,June,4
2020,MidCentral,June,11
2020,Hutt Valley,June,6
2020,Capital and Coast,June,17
2020,Wairarapa,June,6
2020,Nelson Marlborough,June,7
2020,West Coast,June,1
2020,Canterbury,June,26
2020,South Canterbury,June,6
2020,Southern,June,27
2020,Northland,July,11
2020,Waitemata,July,31
2020,Auckland,July,33
2020,Counties Manukau,July,30
2020,Waikato,July,50
2020,Lakes,July,10
2020,Bay of Plenty,July,24
2020,Tairawhiti,July,7
2020,Taranaki,July,13
2020,Hawke's Bay,July,26
2020,Whanganui,July,4
2020,MidCentral,July,15
2020,Hutt Valley,July,9
2020,Capital and Coast,July,24
2020,Wairarapa,July,5
2020,Nelson Marlborough,July,15
2020,West Coast,July,5
2020,Canterbury,July,35
2020,South Canterbury,July,10
2020,Southern,July,28
2020,Northland,August,24
2020,Waitemata,August,41
2020,Auckland,August,17
2020,Counties Manukau,August,30
2020,Waikato,August,70
2020,Lakes,August,19
2020,Bay of Plenty,August,21
2020,Tairawhiti,August,8
2020,Taranaki,August,24
2020,Hawke's Bay,August,25
2020,Whanganui,August,10
2020,MidCentral,August,25
2020,Hutt Valley,August,6
2020,Capital and Coast,August,26
2020,Wairarapa,August,7
2020,Nelson Marlborough,August,15
2020,West Coast,August,2
2020,Canterbury,August,45
2020,South Canterbury,August,17
2020,Southern,August,29
2020,Northland,September,23
2020,Waitemata,September,47
2020,Auckland,September,28
2020,Counties Manukau,September,34
2020,Waikato,September,66
2020,Lakes,September,11
2020,Bay of Plenty,September,19
2020,Tairawhiti,September,4
2020,Taranaki,September,14
2020,Hawke's Bay,September,19
2020,Whanganui,September,10
2020,MidCentral,September,35
2020,Hutt Valley,September,13
2020,Capital and Coast,September,18
2020,Wairarapa,September,8
2020,Nelson Marlborough,September,18
2020,West Coast,September,4
2020,Canterbury,September,49
2020,South Canterbury,September,12
2020,Southern,September,52
2020,Northland,October,18
2020,Waitemata,October,62
2020,Auckland,October,38
2020,Counties Manukau,October,33
2020,Waikato,October,61
2020,Lakes,October,22
2020,Bay of Plenty,October,40
2020,Tairawhiti,October,5
2020,Taranaki,October,25
2020,Hawke's Bay,October,16
2020,Whanganui,October,5
2020,MidCentral,October,23
2020,Hutt Valley,October,12
2020,Capital and Coast,October,18
2020,Wairarapa,October,5
2020,Nelson Marlborough,October,19
2020,West Coast,October,7
2020,Canterbury,October,62
2020,South Canterbury,October,17
2020,Southern,October,67
2020,Northland,November,28
2020,Waitemata,November,84
2020,Auckland,November,42
2020,Counties Manukau,November,69
2020,Waikato,November,61
2020,Lakes,November,18
2020,Bay of Plenty,November,27
2020,Tairawhiti,November,7
2020,Taranaki,November,20
2020,Hawke's Bay,November,34
2020,Whanganui,November,8
2020,MidCentral,November,29
2020,Hutt Valley,November,17
2020,Capital and Coast,November,28
2020,Wairarapa,November,17
2020,Nelson Marlborough,November,26
2020,West Coast,November,9
2020,Canterbury,November,93
2020,South Canterbury,November,13
2020,Southern,November,57
2020,Northland,December,27
2020,Waitemata,December,105
2020,Auckland,December,74
2020,Counties Manukau,December,61
2020,Waikato,December,81
2020,Lakes,December,11
2020,Bay of Plenty,December,43
2020,Tairawhiti,December,12
2020,Taranaki,December,34
2020,Hawke's Bay,December,38
2020,Whanganui,December,16
2020,MidCentral,December,58
2020,Hutt Valley,December,12
2020,Capital and Coast,December,40
2020,Wairarapa,December,16
2020,Nelson Marlborough,December,32
2020,West Coast,December,5
2020,Canterbury,December,91
2020,South Canterbury,December,14
2020,Southern,December,88
